,ERF,ERFari,ERFaci,albedo
1850,-0.12291815162848158,-0.04002736549351892,-0.10558456460935198,0.022693778266684873
1851,-0.48911131895204246,0.000883247471394637,-0.3273529113978251,-0.16264165580181983
1852,-0.022196298940219336,0.06396765144356138,-0.06326978111749769,-0.022894169481412045
1853,-0.22921066805129714,0.05160197679557519,-0.1661637002870655,-0.11464894490097542
1854,0.1832961950512482,0.003917122876616044,0.1820587650081068,-0.002679692873349757
1855,0.05563894895066943,0.021314510514447715,-0.0039382430977412215,0.038262682005845365
1856,-0.008060272281683753,0.01742393340899691,0.0666847686874876,-0.09216897434085877
1857,0.05080795771419632,0.07945365328120102,-0.133657363224185,0.10501166723249936
1858,-0.2899863950740681,0.03138419198988589,-0.15543341674130806,-0.1659371710849494
1859,0.2077220507443645,-4.2770432555005884e-05,0.12652305355398336,0.08124176856834155
1860,-0.19540171115487154,-0.04244140017623066,-0.06368299921909946,-0.0892773123727348
1861,-0.08948284875781853,0.03206579055928162,-0.17761170054499803,0.056063060671889334
1862,0.5116655407449,0.010740255595691861,0.21107733913554858,0.2898479466574552
1863,-0.20355025840885815,-0.023027442705370074,-0.19092373919919584,0.01040092356398298
1864,0.06748123224479925,0.014139035746232376,0.11900568260535623,-0.06566348489087025
1865,-0.310718339345505,-0.11086887262869467,0.10237835752845921,-0.30222782344318544
1866,-0.27291020252861964,-0.023798239152559936,-0.0419033492582552,-0.20720861421542083
1867,-0.19834801231859775,-0.034450527050430606,-0.06394973087615628,-0.09994775499459638
1868,-0.08052446516861897,0.004008571023986075,-0.17830249621955616,0.09376946016932768
1869,0.0459863337809504,0.030538621234750377,-0.0715081797246987,0.08695589308714477
1870,-0.240256598964541,0.05480461460882493,-0.17045706417437093,-0.12460414920706746
1871,-0.13115555737909695,0.015237993913602275,-0.025748608616944606,-0.12064494296806653
1872,0.0701357123290944,0.028356854644178617,-0.21457074510039817,0.2563496027183199
1873,-0.011106117226167054,-0.004701249488138016,-0.23618271931898532,0.22977785158630856
1874,0.2897618623567812,-0.00031708577969015715,-0.04164479509550928,0.33172374281195965
1875,-0.1781758305046609,-0.009353826190310749,-0.10581901568056439,-0.0630029888145
1876,-0.28289590952886573,0.026935060658210344,-0.312282733524587,0.002451763050967796
1877,-0.2794136857295708,0.007961489443320292,-0.28411920360073906,-0.0032559718866269727
1878,-0.02973058945441578,0.011698348273305426,-0.170324260434346,0.12889532338586307
1879,-0.05854050398863984,-0.02962040710835499,-0.06724641546120766,0.03832631891150816
1880,-0.04618290325642965,0.06212128658636708,-0.16129778139261267,0.05299359170311129
1881,-0.2344918421373859,-0.010805881105513355,-0.17731362751920676,-0.046372333590686925
1882,-0.30866089308566674,-0.030133842063814295,-0.2885020536526116,0.009975003522413341
1883,-0.19473966345192847,-0.027266617304051288,-0.09790444897483849,-0.06956859665337412
1884,-0.524504158332651,-0.015910310944837032,-0.2813007514754167,-0.22729309569163544
1885,-0.11679368457167176,-0.022241081246272904,-0.32649080774062506,0.23193820369363286
1886,-0.3714278031311672,-0.07561936387879438,-0.16163356946580026,-0.1341748687712172
1887,-0.14271445783050452,0.0071697381443991196,-0.10734925007973824,-0.04253494428371538
1888,-0.3352908146214663,-0.029510823309025748,-0.314677538308087,0.008897546634057866
1889,-0.25300748116557004,0.014755608449943957,-0.4284288204558094,0.16066573098845202
1890,-0.20250822857904835,0.017008911929559757,-0.11973459833013776,-0.09978254140231779
1891,-0.2662922855855829,-0.032667777386760605,-0.06473961543000711,-0.1688848922588877
1892,0.2172747624017957,0.019038553967604472,-0.15224989578822215,0.3504861031872689
1893,-0.4497303489989794,-0.021986419370436168,-0.21611207883816674,-0.21163185138549143
1894,-0.6132122070398519,-0.05371962339858342,-0.32182644939810556,-0.23766613480379223
1895,-0.18586502737935143,-0.04048839504864582,-0.2015901228397202,0.05621349230246349
1896,-0.25024958391572893,-0.0015784728241318815,-0.16168401074213015,-0.08698710023539083
1897,-0.3788590493474687,-0.05802484401694056,-0.16358844888261703,-0.15724575629305315
1898,-0.3674596238896464,-0.022905808508063796,-0.28099321759166207,-0.0635605970953789
1899,0.002851398723842723,-0.03481905958689354,-0.3364418321050307,0.3741122906573711
1900,-0.38930966834095365,-0.007594171507540527,-0.35407602627085444,-0.027639471195998317
1901,-0.6930434829617322,-0.008458709819246544,-0.6469408652644405,-0.037643908274890156
1902,-0.42649231254053377,-0.04905062760107069,-0.5451053729380291,0.1676636888850914
1903,-0.33767496428938504,-0.031462736845184476,-0.37076064999270314,0.06454842262700762
1904,-0.7238119365125888,-0.025788798196402837,-0.6419068591555446,-0.056116279185850944
1905,-0.23428703943430615,-0.03152106189668286,-0.3829745066275763,0.18020852898729764
1906,-0.29854891793238336,-0.024135820478219695,-0.42211793358381733,0.14770483605881618
1907,-0.28369752700312106,-0.010127477971625616,-0.3824573194336205,0.10888727003614923
