year,co2,ch4,n2o,other_wmghg,o3_tropospheric,o3_stratospheric,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20697476178313112,0.07362139369420888,0.0,0.28059615547734,0.28059615547734
1751,0.0008096873878476639,0.00027967561817814144,0.00010657274822357513,0.0,0.0003,0.0,2.555658582392874e-05,0.0,0.001930852889270209,0.004336067946967177,-0.0002878503595013191,-0.0002290738886122979,0.2069870638871654,0.05527510463170887,0.007271488928197078,0.2622621685188743,0.26953365744707136
1752,0.0016193142421344602,0.0009664224606478402,0.00022780875546579422,0.0,0.0006,0.0,8.831108953511656e-05,0.0,0.0033111052126191683,0.006756485996437242,-0.0003876514438655427,-0.0004581477772245958,0.2069912033656982,0.02519717494420888,0.012723648535749482,0.23218837830990707,0.24491202684565655
1753,0.002290604334594035,0.0014408632895088651,0.0003967894365272882,0.0,0.0009,0.0,0.00013166520041595677,0.0,0.001950498737243309,0.004410840245801123,-0.0002991508345144801,-0.0006872216658368925,0.20699258705960896,-0.010980583844853616,0.010534888743739203,0.19601200321475534,0.20654689195849454
1754,0.0031000782925598718,0.0018077758564766454,0.0005546894687275049,0.0,0.0012,0.0,0.00016519344491819045,0.0,-0.001233410304630392,-0.001820006898892605,1.8294493920426536e-05,-0.0009162955544491916,0.20699305231959544,-0.04539547642297862,0.00287631879863045,0.16159757589661683,0.16447389469524729
1755,0.004027802704637366,0.002152626435257341,0.0006832227783638407,0.0,0.0014999999999999998,0.0,0.0001967056785210021,0.0,0.0010356225155073208,0.0012220903963326066,1.624821328340221e-05,-0.0011453694430614884,0.18002457943265213,-0.06987279575891611,0.00968894927884139,0.11015178367373601,0.11984073295257741
1756,0.004777717080070759,0.0025946878861471366,0.0007860629866599383,0.0,0.0018,0.0,0.00023710098177521512,0.0,0.0016500291222244048,0.004176561258682597,-0.00033431593348208716,-0.0013744433316737873,-0.07067588034312032,-0.0774546805245411,0.014313400050404176,-0.1481305608676614,-0.13381716081725722
1757,0.005823555403210142,0.0028992107723158317,0.0008484784016046713,0.0,0.0021,0.0,0.00026492809565241974,0.0,-0.0009850397451365614,-0.005024356573189156,0.0005810680320429604,-0.0016035172202860841,0.07334789008962246,-0.058312761579228614,0.004904327166214222,0.015035128510393847,0.01993945567660807
1758,0.0067509039159650555,0.0031016927894728136,0.0009696264217735952,0.0,0.0024,0.0,0.0002834307777345543,0.0,7.308903828979064e-05,-0.0016643309046784748,0.0002646301301956728,-0.001832591108898383,0.16026476170288853,-0.006955632672978618,0.010346451059854623,0.15330912902990992,0.16365558008976455
1759,0.007756914377199489,0.00303196382662917,0.001101819007710158,0.0,0.0026999999999999997,0.0,0.00027705898803427365,0.0,-0.0006982962341880303,-0.0024013944308204247,0.00022588704294515622,-0.00206166499751068,0.19121319464908546,0.04354346400670888,0.00993228757999911,0.23475665865579434,0.24468894623579346
1760,0.009039002274744821,0.002635421047904058,0.0012046689460588592,0.0,0.0029999999999999996,0.0,0.00024082315302168274,0.0,-0.0030432268522471856,-0.006247313703950973,0.00034796416711072503,-0.002290738886122979,0.20168879146455745,0.06842639857702137,0.004886600146519008,0.2701151900415788,0.2750017901880978
