year,erf,erf_sw,erf_lw,aprp_ERFariSW,aprp_ERFaciSW,aprp_ERFariLW,aprp_ERFaciLW,aprp_albedo,aprp_t9
1850.5,0.030064626090658172,0.018183669836725407,0.011880956253932753,0.00014843142808103224,-0.03841531714435395,-0.028151762975010663,0.04003271922894341,0.032888341318748224,0.0025833490326452107
1851.5,0.054062203966980506,0.027866270923445416,0.026195933043535083,0.011665783086203682,0.07403474049240064,-0.0023115327766980542,0.028507465820233176,-0.04180222110694641,0.04822595069118711
1852.5,-0.09459583367568968,-0.07627665061180396,-0.01831918306388571,0.0010736823248200021,-0.02171883992039731,-0.06470279380804829,0.04638361074416258,-0.014052480165287366,-0.043555868300184424
1853.5,0.11823347077113365,0.021414069084754708,0.09681940168637894,-0.004060627510885944,0.07191375436777911,0.1358950815424199,-0.03907567985604089,-0.007352996523387686,0.18394778869672943
1854.5,0.021759034852196154,0.0029494783124668785,0.01880955653972924,0.004789996454096977,-0.01006588797361187,0.005064580418422453,0.013744976121306787,0.017061165837792883,0.16049373897391941
1855.5,-0.1016833390255773,0.12220682488824486,-0.2238901639138221,-0.010616823817251162,0.2148601286470116,-0.1444787731509759,-0.07941139076284622,-0.030413455216723603,0.16998447076439172
1856.5,-0.22167828902184777,0.031849964448562695,-0.25352825347041047,-0.006100024573891898,0.007281477599590661,-0.24513047906883276,-0.008397774401577685,0.02980326783541798,0.12555207978489805
1857.5,-0.035551252765594656,-0.09671922327029296,0.06116797050469827,0.0007922689255517927,-0.08236001662598415,0.0641174593800052,-0.002949488875306905,0.011527730800552149,0.00631368331615866
1858.5,0.2595978360525485,0.14543320066431673,0.1141646353882318,-0.007108176563282702,0.1103055808780577,0.06547437950955835,0.048690255878673434,0.043457809808666564,0.14198705304785475
1859.5,-0.16596792141067865,-0.1268022494125201,-0.039165671998158555,-0.009940232334780152,-0.06765537111691496,-0.0038185686643574038,-0.03534710333380114,-0.026475625931395873,-0.06790475726340052
1860.5,0.009475187871089428,-0.20000338936873124,0.2094785772398207,-0.0029980990385473534,-0.11785975574594998,0.1812257738413266,0.028252803398494078,-0.03948208345914669,-0.03173092367755341
1861.5,-0.15434476842832837,0.02777536085238714,-0.18212012928071558,-0.009155245054366844,0.048039704943500725,-0.11316736428198457,-0.06895276499873099,0.021027924723554525,0.14735995877052419
1862.5,-0.019718734018368496,-0.18420370284492268,0.1644849688265542,-0.011027572256223365,-0.11785756942650072,0.21505703550609828,-0.05057206667954415,-0.005806883233364415,0.006727002237920667
1863.5,-0.14880834585463826,-0.25795268481503586,0.10914433896039753,-0.007419447658392787,-0.14489569637753166,0.1628870405247896,-0.05374270156439205,-0.042199773845457034,-0.0638663062646554
1864.5,0.021444770628209434,0.0937892091093098,-0.07234443848110034,-0.010679043205264586,0.08867041454480525,-0.11651777280062202,0.04417333431952167,0.03177298995619686,0.08048586762265482
1865.5,-0.06055198757758045,-0.0741444737928443,0.013592486215263806,-0.006165340618728301,-0.038626346951033966,0.020648449554233443,-0.007055963338969636,0.007840857326058147,0.015800694882788607
1866.5,-0.09836913972203845,-0.07148568528550277,-0.026883454436535677,-0.008807883014746337,-0.03557402672377853,-0.009558744265015053,-0.01732471017152062,5.450979151464179e-05,-0.00046059457319481604
1867.5,-0.18544809241293586,-0.015845990349915264,-0.16960210206302062,-0.009703129785542459,0.015646737089744626,-0.14413473862820927,-0.02546736343481132,0.00738313730676757,0.08479706413133979
1868.5,-0.047615776422952026,-0.17811297949058255,0.1304972030676305,-0.009168460159452236,-0.0898235154274579,0.17908481594914336,-0.0485876128815129,-0.026083130963077357,0.07342092893788665
1869.5,0.06295756814489085,-0.06710742595915757,0.13006499410404843,-0.00020865549190090936,-0.04096341461825981,0.1720296017563137,-0.04196460765226529,0.014733657555989684,0.04143967199653048
1870.5,0.05019841748358661,0.06941049374819959,-0.019212076264612955,-0.003952722745728056,0.10392737270925649,0.08367500443490611,-0.10288708069951907,-0.00266806148598051,0.11796842425924484
1871.5,0.11950356537693851,-0.11008898114718604,0.22959254652412459,-0.01793002065095243,-0.09970358620626456,0.1597007413800704,0.06989180514405417,0.007703484131212406,-0.020587901590687557
1872.5,-0.03234940833972621,0.04614413883496714,-0.07849354717469335,-0.03290509087747053,0.043656194704736265,-0.07860222402947725,0.00010867685478390621,0.034593974429309574,0.1606126097112108
1873.5,-0.09700297163817796,-0.14487795411248156,0.04787498247430358,-0.029050103089695137,-0.13446176130707313,-0.01558924590507371,0.06346422837937732,0.03046471929176542,-0.1324412839010527
1874.5,-0.24003454592767082,-0.06847480842031334,-0.1715597375073575,-0.023581952831052848,0.058392646597868976,-0.10113803254969139,-0.07042170495766609,-0.04751641341746358,0.0638053765637982
1875.5,-0.0016557040862882548,0.04086878002298159,-0.042524484109269824,-0.01083350566159402,0.04535511312297388,-0.008261399092939417,-0.034263085016330415,0.01801853562357968,0.12986117735870822
1876.5,0.07309201382525607,0.04319089973320251,0.029901114092053552,-0.01976653832784564,0.08187721539380598,0.05570799258846698,-0.025806878496413412,0.0010374688821265948,0.13902232155025665
1877.5,-0.07877450394674311,-0.08214468610819622,0.0033701821614531475,-0.025627351097838137,-0.0007886691810255157,0.059050434388571674,-0.05568025222711854,-0.016199017391012496,0.09932431983147039
1878.5,-0.1005407122408531,-0.11101770873864646,0.01047699649779334,-0.038752983425864675,0.039923964537071165,0.0025864383644998695,0.007890558133293464,-0.036432575309218056,0.05933253627465083
1879.5,0.014230452042072232,0.01516810485742241,-0.0009376528153501971,-0.02744031081088703,0.019593375200156297,0.04719470737230312,-0.048132360187653336,0.028383166000930354,0.0689622888311751
1880.5,-0.11481260441564696,-0.24162362215105232,0.12681101773540535,-0.02050888039268006,-0.19447232858688307,0.08527301948200616,0.041537998253399204,-0.0018642254066233701,-0.11207786313097597
