Rate,Weight
0.3425733356081113,1.6728613479063136e-31
0.31369142478471895,1.6479082446875722e-25
0.07333273255915337,2.3540282549361053e-05
0.18399879715122344,4.476070616819018e-05
0.37958088854096456,3.76982889768212e-08
0.08671552527428127,0.00012018537047511803
0.23689735286475994,7.956879113885546e-10
0.2911266004449569,1.331464711483592e-51
0.06310659149281206,0.00021050954348393388
0.07286457374843627,6.992368117178133e-34
0.029192014450107835,8.378046278848912e-169
0.04998930024900665,7.400956857190294e-06
0.11214255786234485,7.57757740856819e-17
0.048503019211122676,1.3549174068650324e-90
0.14384340456609818,3.0589650627404295e-24
0.8946354202072044,1.2887202152144398e-126
0.792806797130523,1.4403788165731634e-07
0.09396776919778195,0.00010322262852444018
0.19899749399573982,0.000169511106203393
0.3005725611357197,8.8418506849264e-11
0.3493451455456509,2.5211239178210875e-08
0.12075173927279342,5.556715384897128e-05
0.254526737600124,1.2030721536745983e-06
0.16241528889071033,8.72887756844451e-06
0.1301675600354649,4.3981640394346695e-09
0.15782493235688194,1.7721008014796406e-05
0.07270612299506647,4.5803746020206565e-10
0.3976021354234432,8.293738885972562e-14
0.056709896513013,3.865862512423211e-85
0.3590266835790862,1.2153778832025276e-40
0.29518002167409785,2.083798298684426e-07
0.30709560842278966,1.8863646149417868e-23
0.21797200174805792,1.8377607243650415e-08
0.14999528137740195,1.7108838924477794e-11
0.05483142507414122,1.2152883140083158e-10
0.13061988728305177,2.812914172214583e-05
0.16019955097523064,9.80776977438721e-16
0.1115008911560352,1.5624586013391153e-15
0.31231849207606416,1.2215410116345729e-22
0.010592856954253814,1.63775968132525e-10
0.264339154298346,4.074601441978156e-24
3.723755960324932,3.074239880956708e-194
0.20499895350842387,5.008905993154841e-65
0.05459605364515806,5.484958965496791e-28
0.39377644264051026,3.3022481588208943e-62
0.10284852850396262,1.1193971322480564e-29
0.035958642695701704,9.855827944542198e-18
0.01529461010781998,3.2162429368239837e-16
0.13811988511823764,3.444814624684839e-09
0.08609319299841962,8.693853371051762e-06
0.06215176247594024,8.378695525015228e-23
0.5698331274044175,2.5655460632217646e-19
0.13472564005648016,8.218819909385481e-16
0.5345782273665091,1.3349021233388939e-59
0.2849936003831287,1.0240862785570717e-05
-0.16091847731800035,1.6473351579256159e-09
0.2736005030138326,4.3063204824787364e-05
0.27096381399114017,1.9398155611605284e-13
0.005158425002597361,1.533009458398186e-33
0.31832943407750675,5.4374595282388456e-42
0.3431247660777337,3.803092535494293e-09
0.11470329073338287,2.208291390688594e-10
2.0626553614227845,1.760353206721622e-266
0.4911848620555319,1.7084065556670388e-58
0.22252088870613035,3.747155188053446e-22
0.07741439152257633,6.615247625717296e-07
0.4273467845647655,5.6711500861745386e-11
0.17130083898041665,1.751701051806857e-15
0.03932131475480594,1.7689682310832337e-66
0.05609168029347822,1.781147146247343e-05
0.059163310471290226,1.2426715399933859e-35
0.21866580672132097,6.763759878930444e-39
0.34804843965004295,1.1716565455887633e-157
0.14801681443476603,1.1077854411621588e-46
0.08340722406047628,2.0307739561538387e-29
2.4134304589406166,1.0913171445197373e-59
0.1889148817112551,1.5111295737126402e-50
0.0718853998680268,3.447453552669278e-11
0.1139673424559281,8.207201980637345e-13
0.18582936031839492,1.0206881363108163e-57
0.49872944072247544,4.069268221931082e-28
0.3757661496307754,3.5387491784758693e-25
0.19371047535821112,2.8258898694810464e-07
0.063775747782374,2.701565630790328e-21
0.037230502479401656,1.896147176948439e-15
0.22160465534806578,1.051045383289069e-25
0.10960378842592736,0.0003065550383915839
-0.347491869677844,9.155952342158662e-90
0.24622032546782607,5.943985910893506e-07
0.16083559893481578,1.088804872066453e-09
0.1586504208664777,4.696826372259025e-12
0.22183408747974576,3.7547239349836475e-06
0.11468148552736078,1.1640592094169751e-07
0.31337807197177725,6.1524251632599155e-12
0.25587763284106574,6.437982168098396e-11
0.23692144897202896,1.1528347897589793e-10
0.17271926677745952,0.00016687305919667344
-0.2500599776849394,2.1569055410541488e-46
