year,pc05,pc16,mean,pc50,pc84,pc95
1750,0.0,0.0,0.0,0.0,0.0,0.0
1751,0.00035077962744276025,0.0010698172623063613,0.004578462381921589,0.0033556114062780057,0.008106379671517998,0.013069230587768271
1752,0.0005330385278523182,0.0016429249080130452,0.007174515956629748,0.005229803951039534,0.012724501376225427,0.020604370546208655
1753,0.0003485674262901204,0.0010708262601060432,0.0046680494228966305,0.003407396965951472,0.008284442795955931,0.013370131897915926
1754,-0.005254903422915379,-0.0033066597819140396,-0.0018882773496885557,-0.001418004018119312,-0.0004899556019552522,-0.00017163950397847523
1755,5.3214623061525634e-05,0.00025265973333296805,0.0013295340726770597,0.0009523113201136361,0.002423121410710658,0.003942653640338394
1756,0.0003045918274233884,0.000987028660979541,0.004448343602155229,0.0032332068288837444,0.007934162608748942,0.01283105388507989
1757,-0.01431206071872062,-0.009037220657215564,-0.005164063207449465,-0.0038823257497333074,-0.0013529089180469142,-0.0004752524140430357
1758,-0.004347545136615905,-0.0028119117295216708,-0.0016403380170568478,-0.0012771344536118623,-0.0004812558606684279,-0.00017430368910022057
1759,-0.0068338058635001465,-0.004314249951623683,-0.0024732203041821035,-0.0018609170323321967,-0.0006543844599117672,-0.00023244231735061984
1760,-0.018381677453352445,-0.011531858673949692,-0.006537127663118265,-0.00482781234459064,-0.0016021501300802832,-0.0005405905304786321
1761,-0.013279163897409347,-0.008400507442221903,-0.004811907182607812,-0.0036252387405797054,-0.0012731118173352344,-0.00045278119274855857
1762,-0.003901739790522014,-0.002501631979518024,-0.0014411412254041235,-0.0011058700410213583,-0.0004019129716139355,-0.00014349389967025742
1763,-0.004305256117665519,-0.0027907254502331368,-0.0016311257023482483,-0.0012758612552713974,-0.0004877211566180496,-0.00017599445074006093
1764,0.0004944822242246127,0.0017075503161376692,0.008063588641646382,0.00581577409827937,0.014484467608315888,0.023504816045655866
1765,-0.012022959138818175,-0.007584060428400324,-0.004333226085752867,-0.00325604122723546,-0.001133025606471568,-0.000396153000703281
1766,-0.00026234952249972506,1.8533036143422006e-05,0.0008760805427891742,0.00056815090564587,0.001829630290025695,0.0031402169461696447
1767,-0.000373265579137857,-0.00011279230849499896,0.00022662969826934228,0.00012252098069290063,0.0006495834098415805,0.0011989003260854472
1768,-0.03234722560912207,-0.020449121626101702,-0.011668453449187977,-0.008761634745872006,-0.0030312215290804073,-0.0010641405790694596
1769,-0.015489059472664607,-0.009905678012001146,-0.005710435175495333,-0.004382049313181233,-0.0015889474295037482,-0.0005641754509805107
1770,-0.015986824672479173,-0.01026657086907344,-0.005923644166741968,-0.004558158484019821,-0.0016681329420312747,-0.0006004144116291285
1771,8.028420145605998e-05,0.00036007791464898317,0.0018676142126309583,0.0013395298988744457,0.0033917888953582274,0.005512296921399333
1772,0.00036987045239254227,0.0012062321175666086,0.0054531889684903,0.003961254104055971,0.00973042707930184,0.015747684043893182
1773,0.00026629994991739903,0.0008690945348600803,0.0039271412051389565,0.0028548497422855967,0.0070141556849736,0.011344394539781276
1774,-0.022218642199003765,-0.013949322642566273,-0.0079152294192264,-0.005867171650465488,-0.0019526604101663088,-0.0006679842457819297
1775,-0.008979056630611253,-0.005663934782167711,-0.0032413441219006386,-0.0024368808911947037,-0.0008524811620079482,-0.00029899070962391915
1776,-2.1482936801676558e-05,0.00012283992575402576,0.0008939042221373641,0.0006245666595205084,0.001681673650154303,0.0027818907624727962
1777,-0.013868060056821726,-0.008754148404616437,-0.005002257636800611,-0.0037590728707228628,-0.0013096062865223166,-0.0004599914023672393
1778,-0.025381872247390014,-0.016013792019464228,-0.009120050869271621,-0.0068018810576015555,-0.002323287321022761,-0.0008192177998957241
1779,-0.011206483435346984,-0.0070601849530774335,-0.004026520489935669,-0.0030159072474338,-0.0010410229205391652,-0.0003659543700644747
1780,-0.03021929595024535,-0.018900773293928586,-0.010708590712945075,-0.007911396095317491,-0.0026052113570270404,-0.000877557119004947
1781,-0.02084930230118583,-0.013172149995315113,-0.007513429696216596,-0.005642217747347087,-0.0019487055159507216,-0.000684209514187469
1782,-0.01513348629871794,-0.009534815493483386,-0.005427811101043302,-0.004049142575391621,-0.001385090001529726,-0.0004881370031853627
1783,-0.009960882308180869,-0.0063184207267479725,-0.0036316086528794607,-0.0027523191138283816,-0.0009829826938312538,-0.0003494508530383145
1784,2.4308807991506752e-05,0.00042098425505911305,0.002587553275299484,0.0018298193462768318,0.004790743878556928,0.007865910871199044
1785,-0.01635040433375931,-0.010313997923797927,-0.005882407762841615,-0.004413906720724406,-0.0015231893189487438,-0.0005352032139265914
1786,-0.004176922159923063,-0.0027784919369429604,-0.0016546002231266907,-0.0013380059829192124,-0.000550323328679264,-0.0002076728352696765
1787,-0.01642575455405982,-0.0104285469834957,-0.006006982929073051,-0.004570384138515167,-0.0016414094242662965,-0.0005822901462501325
1788,-0.04809150361815672,-0.030331557066240827,-0.017245260496223425,-0.012871374946670152,-0.004346456451227286,-0.001521440223094026
1789,-0.030523916832333315,-0.01930379098380384,-0.011015659778640118,-0.00826858113406852,-0.002860670376477739,-0.0010043723901771884
1790,-0.03349362743364015,-0.021139696076674028,-0.0120519054688671,-0.009033157705916704,-0.0031052928824153434,-0.001092364861826239
