year,CanESM5,E3SM,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM,UKESM1-0-LL
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,-0.0006412314230731259,0.002684231045914174,-4.362977042496677e-05,0.005433922945431706,0.008013208215824533,-0.000543187774308603,-0.0008741223173200784,0.0027820809984330473,0.0025863597930007587,-0.00202415824274315,-4.041129894820361e-06
1752,-0.0008405048961216636,0.004429416955044462,7.666904011778379e-05,0.009279481627564999,0.013639168728061687,-0.0008252082915100488,-0.001747575992511974,0.00466512180251228,0.004130241864805317,-0.0033539413835022257,-8.840306594097309e-06
1753,-0.0006766393466322157,0.002735799976698809,-6.295896186303031e-05,0.005516356311571519,0.008127688521283594,-0.0005689444424132727,-0.0008757401912029739,0.0028280794806293842,0.002636477062561017,-0.002069867091297712,-1.2444937912888757e-05
1754,-4.181817533349501e-05,-0.0013850437197511847,-0.00024711900250509386,-0.003277229809948469,-0.004821413534168567,0.00011543917147591436,0.0008784179726109621,-0.001560307640860882,-0.0011772324220069227,0.001022182547018323,-4.154380884105035e-05
1755,7.099150180524087e-05,0.0011630386054940559,0.00021863280655208105,0.0028586206863486577,0.004140197171073348,-0.00012347332259372411,-0.0008725645307986495,0.0013245422367554917,0.0008960576178295571,-0.0009013634599254021,-7.591337269709057e-06
1756,-0.0008012744980565572,0.002485315934267769,-0.0001942441145711786,0.0047827827431983355,0.00704329831440402,-0.0006052663519210584,-0.0005946112664076968,0.002507000492921057,0.0024631114590228653,-0.0018977715926088608,-3.962619081665161e-05
1757,0.0013778085730655094,-0.002066937009982183,0.0006339170940734534,-0.0028996285314168493,-0.004474122563476804,0.0006970299089916745,-0.0005889845478250278,-0.0018401679683013594,-0.002569445620191159,0.001491916982612673,-1.6957307053637027e-05
1758,0.0006225025133291349,-0.000316061633876482,0.0003700923629147059,0.00018180054674144658,0.00011719748995438206,0.00021787825417502512,-0.0007190487913423852,-0.00013963319451899478,-0.0006959478777900235,0.00017727009905678381,-3.2373738369226475e-05
1759,0.0005083814879367019,-0.001143589681334066,0.00017236311921821953,-0.0019488403611853944,-0.0029524637214272537,0.00028861255790414535,-8.910294820082404e-07,-0.0011039735213160783,-0.0012865761099842936,0.0008265418600940343,-2.2294794459791316e-05
