SO2,BC,OC
-0.003549230386707871,0.08936280283598033,-0.03453528576072568
-0.003321190157524952,0.1465436671835832,-0.049964248863343136
-0.0016159958220590843,-0.0594124210310673,0.02732498812437551
-0.000858880258211207,0.028948204742511828,-0.013952109291472928
-0.009224863606046243,0.18644428737582366,-0.05035236624667742
-0.002993755748359201,-0.025911233188431564,-0.0022995778916067595
-0.002084177488646687,-0.030490687240632017,0.019941968667474642
-0.00496849360841734,0.086358297343882,-0.021082588685329817
-0.0032324627848419785,-0.028923270403345018,-0.002127227679638733
0.001782264960339224,-0.15583104032933198,0.04059631009511442
-0.0013885442600135621,-0.07034888879514402,0.01920842960744143
-0.0022855936062462986,-0.032960373118991464,0.003018429783601441
-0.0032263236636885283,-0.0037633509400366383,-0.001192870381651551
-0.0007633981778825815,-0.009278752572944313,0.00427727141445415
-0.008473553914916,0.166136923346544,-0.04682420934017592
-0.0021538485471300235,0.018434565100549208,0.005667211137483298
-0.004382105684872675,0.12129014692542656,-0.020190598851432342
-0.0030127062595568747,0.04392781555912075,-0.017485701884425938
-0.007470796978582674,0.17717840561515438,-0.04568596041607245
-0.0016230170214394123,0.011787508098795607,0.0031534419962679777
-0.0034431201196116084,0.11968797895539379,-0.03943348145812234
-0.001514839327123401,-0.010476144453561532,-0.004933657093488059
-0.0007270237648131245,0.018294974890534638,-0.006115998384895674
-0.0016343887835823872,-0.026486639828490602,0.009531882101279487
-0.0011779956501338775,-0.09606009329183557,0.021274231269010308
-0.0007261261460942707,-0.027761674512021873,0.013316086849730792
-0.0016467302523927132,-0.07806977156643817,0.03161082564777275
-0.0015220954195733101,-0.005337395397056037,0.009649997105301879
-0.0010339589449024475,-0.050144356207386234,0.017871655314140644
-0.00397892856708454,0.1030644531655438,-0.023839644101451958
-0.0018700874542675833,0.057087583055381745,-0.0129493929092275
-0.0030049278795993254,0.09022204907405393,-0.023775948555650128
-0.00510106365855862,0.12519236741631345,-0.03789741093893887
-0.0015396066934299205,-0.04270284878874381,0.018637883629029267
-0.0017435497877573282,-0.025301927821895026,0.006236166900574731
-0.0018578040700933226,-0.010852531175764468,-0.005741253062663537
-0.0016187080845000183,-0.0437405034677378,0.014854441938314747
5.862156960599954e-05,-0.0433894230223164,0.01789508546596966
-0.0035962950694081496,0.14005534647317505,-0.050333893305488896
-0.00012144538277390846,-0.07985000050783231,0.026259127252687073
-0.0014126271852335512,0.03670327666800595,-0.01608396092693268
-0.0010284369881666472,0.05209627106621056,-0.015031379058359174
-0.009522650643374589,0.20558590335220056,-0.05752492505197059
-0.003731003410420999,0.049392040015133046,-0.02062015570151897
-0.0032650845965207973,0.10246790935687067,-0.037085337374494605
-0.004416637830333947,0.05899922007080419,-0.028424893897452803
-0.002595802708633609,-0.03427590440582398,0.005296304472535491
-0.00039033854777231454,-0.0731750142797998,0.025437661251271566
-0.0023426772036158547,0.011769768394565805,0.0019726451104681896
-3.934279254349041e-05,-0.03328762647506531,0.010699900081074677
-7.913599381591415e-05,0.01050054625117156,-0.007102990949404956
-0.0021941937792287172,0.044717770778054354,-0.00635458343641304
-0.0023686207129672105,-0.04058630313034948,0.0006309085970340467
-0.0027099110067561162,0.05497628394877434,-0.007710993124026514
-0.0034932755768693454,0.028114122033014156,0.0024975024627267896
0.0005268737721160132,-0.029630052490154803,0.006650548382686148
-0.0017631988592151987,0.015398308748890057,0.0028924333582951304
-0.009370050513662019,0.23658426418001655,-0.06880561130247105
-0.0005731416138872858,-0.06283523873774563,0.008035896053843817
-0.0035071152267304073,0.07257515367246639,-0.024917804052821138
-0.003919888894247447,0.06370419806903566,-0.008166505787021088
-0.007755993662753772,0.18269783974610126,-0.06603268328025672
-0.0018597862110869207,0.032338721795454675,0.0006547728625785638
-0.003877501221567884,0.06524855963899237,-0.010909756073998064
-0.005849832480640648,0.0775648995408174,-0.039060016197646485
-0.0006924845922421973,-0.03509938540085538,0.010959260207972466
-0.002758938460831231,0.0279864221649246,0.002788635226161653
-0.004071933301251922,0.02757386511178762,-0.00422947702289646
-0.0011293135700235048,-0.037056972311619044,0.009006068549100693
-0.0007356995490386267,-0.04536736876859337,0.010634459763781785
-0.0026279117896047172,-0.01200769734408819,0.007054937672602002
-0.004137925152721813,0.060855870458063156,-0.009604328875039798
-0.0029105255969628157,0.03157557771192793,-0.01207586632142714
-0.0026913102105809005,0.045894741255721745,-0.011889786290269813
-0.001693717455741229,-0.020528215022590446,0.008592884181461207
-0.002119818834288041,0.1071500835331213,-0.030959214493603143
-0.0036294279831675137,0.05489674732419832,-0.01598975623202651
-0.00025122270735261523,-0.03528641890653707,0.00442059578188481
-0.0026639092961893715,-0.01886476289833557,0.011113392914662866
-0.005512987194093965,0.1048905997034347,-0.034841002409717235
-0.0037361723564073527,0.09899030554134836,-0.02429221016115132
-0.006762303014597837,0.15536984295671194,-0.04912534024583605
-0.002040901042753088,-0.03685584648877244,1.488421865106053e-05
-0.002696443265134367,-0.049036292856240296,0.007204363931718279
-0.0014517582505363734,-0.020030967601687377,-0.00515142376529968
-0.003514237069205916,0.04441347296367516,-0.0020930173113733893
-0.0023657723317518126,0.003933304914735491,0.008565919062543914
-0.0014065983014831908,0.033338251221569935,-0.0010621797042336153
-0.006424776897609965,0.1928630549542642,-0.05642617417082306
-0.002191312363270464,-0.007462363713456946,0.008548025821572009
-0.0022270886544391495,-0.03607821674915198,0.004356341046356868
-0.0017278862384576955,-0.02504251733717775,-0.005569469518860049
-0.0007759573867809197,-0.07550180467418038,0.020372117232211082
-0.0029346135965975326,0.05299238755235541,-0.011927667429176971
-0.004431026549133695,0.02748190183161117,-0.015864420093384603
-0.0012148138519170652,-0.036373946018064186,0.020104626033782602
-0.0036778286356678024,0.09562427068073112,-0.030155156830119358
0.001558131949753917,-0.10699443825813476,0.02841486372112392
-0.0014199691860180789,-0.0698854425786735,0.026270106374998378
-0.002447505816902734,0.0016714313433071268,0.006457339118139302
-0.006241985225760124,0.1549257310281607,-0.0466319102167682
-0.0008916451863734407,0.03987534013548296,-0.014165739823592424
-0.0025470631465554323,0.09374649631271025,-0.032630848913801275
-0.0004397285538327905,0.04388340405720548,-0.02468900179838371
-0.0009981973836645287,-0.045570528038627864,0.010254003106616517
-0.0028815043695223108,-0.00547282780620665,0.006450954060957843
-0.0007315649015415622,-0.05101439929766252,0.01189917713485155
-0.00048178935276902866,-0.05234046154876021,0.021828899329348096
-0.0029680937671870584,0.11791448714291816,-0.03567738101816399
-0.001238867438064832,-0.04064754096797801,0.0010904845598548934
-0.0029876341336008954,0.017509635406017014,-0.01154487102911175
-0.0023451336954248164,0.05922542869229467,-0.013525064814443991
-0.0013771423365909726,-0.02162118277247798,0.010347596917831292
-0.0038392462651020125,0.04266959410134433,-0.0033068435883807893
-0.0024259758317347994,-0.008114694248638758,-0.009480811487599185
-0.0025853872086802573,0.007974417706025172,-0.015706056544370288
-0.005459997131422721,0.06746939340671003,-0.032346716129311254
-0.0021727291982580003,0.08179863296642957,-0.031097066156745963
-0.0010069615136350074,-0.0025812908660991438,0.004023082967046426
-0.0018767176260833227,-0.004740220939522507,-0.0028196449010300015
-0.00030400058567293313,-0.059304460505474305,0.01792652569801747
-0.00286222798323324,0.03327940117544094,-0.011607357979869852
0.0003059454863859551,-0.058674804359438816,0.025813363784878154
-0.006444455587693343,0.18515082252868387,-0.05638041065282206
-0.008124954643574978,0.20042472831585084,-0.05656970558537611
-0.001130127952083507,0.021240221683054988,-0.004801225187459466
-0.00025354644659564783,-0.08910096155554817,0.010297155111411025
-0.001761215975651723,0.04502244218017454,-0.01840631385029566
-0.0037875215361457587,0.16552361708285218,-0.04716058840235176
-0.0026729862704180153,0.12729121309495728,-0.028147385579898654
-0.006189306059644171,0.15719484772284903,-0.0488748019485497
0.00023507142920418554,-0.1060090459077006,0.04128297868394467
-0.0027464549318786773,0.05551303587490417,-0.01139687166279442
-0.003636377271052936,0.01453265739942341,-0.0029823983286605396
-0.0061125902583627195,0.1619800627391827,-0.047988481596214085
-0.0006324773873770018,-0.05898875449502708,0.024471631364652198
-0.001062880675246971,0.03677224757007799,-0.019646970275384104
-0.0023894246994657694,0.09703043435334488,-0.02565290372362423
-0.0019168355629425211,0.0674478254822953,-0.006424330610578764
-0.0005109879139517566,-0.06397550932670686,0.01804550272472182
-0.004401361422827738,0.15340919539604075,-0.04890384642840616
-0.0020701845193712275,0.006330314190316985,0.007916614451378966
-0.002367626071765875,0.0769436086621287,-0.03157425505323246
-0.0014138404069075673,0.023292062613797994,0.005259186784181093
-0.00752909338402197,0.18805890467264916,-0.05607976357787358
-0.002265503779459269,0.046537784776408006,-0.006078016844079534
-0.003057354843589987,0.030671063501911764,0.0055237411658683715
-0.002486875987470752,-0.025398075504376758,0.00567877222733483
-0.007244618326476554,0.1339108017549296,-0.031554961996562395
-0.0018979440837386735,-0.03617570021124167,0.013527583759208478
-0.006347636791902964,0.18885498884409127,-0.052545182203080985
-0.0024791309894887704,0.009458397576549031,0.008268735089277033
-0.0031015608117276076,0.07048537065654087,-0.0177094019171371
-0.002097876399647358,-0.02897050174898393,0.008088275032190135
-0.003911138341031268,0.05667778181661774,-0.00921088119977188
-0.0007599715784964371,-0.04483819104831647,0.016590626763500177
-0.0006770470054140248,-0.021931983556647047,-0.0015801172360656868
-0.001449812246445358,-0.00279725174238471,-0.012249810235023448
-0.002214625481363964,-0.005297261425092816,5.34259170319486e-05
0.0002820666893812552,-0.03940017521496805,0.004140103312859657
-0.0032237954897624765,0.018819561195100937,-0.01307344691685336
-0.0009444208893968243,0.056319198709476395,-0.01646618771239027
-0.0031104950363873164,0.09805176150008849,-0.04100966590089555
-0.003961259122896113,0.05054826275667479,-0.00498147866875269
-0.003964530035113887,0.10239465630581245,-0.013880235420277585
-0.003407618597446116,-0.003973484180167318,-0.009674156328107971
-0.0023031213252613196,0.003958186264582823,0.008456035406456527
-0.0023587362510944024,-0.020925771042250886,-0.004768016349332653
-0.0020102251148255523,0.019765654601382552,-0.00894971052831526
-0.0019929166483304856,-0.02136013443320484,0.011083587981607357
-0.0007578254488872209,-0.045671945680097484,0.006994311534747993
-0.006828027287683748,0.1538799139449074,-0.04670285569360487
-0.0009970990064020972,0.018422021796326783,-0.00638799918543578
-0.0021581284191800405,-0.0054922371299913515,0.0036516369262002612
-0.002590917343600844,0.09286088643031025,-0.018199611295640468
-0.00426303025539693,0.10700812966859521,-0.031577489708667576
-0.0037138681964059192,0.03360645388007915,-0.022502169164081903
-0.004275200539080449,0.03986523202603448,-0.0015330297636026663
-0.003372578901187328,0.14978382662290274,-0.04180874899761125
-0.0020655529435901657,-0.0022853001639340778,0.008631053301121032
-0.001319492563341253,-0.04154684792651321,0.01050764712556071
-0.0019637705764320446,-0.03133362368574836,0.02145577299646738
-0.0010273090875496525,0.03089503831354555,-0.008535133091872737
-0.003053814432596421,-0.006502119046421402,0.001490057687348158
-0.0065739161349468705,0.17714317256887632,-0.04994860357834299
0.0002605512194805438,-0.003389331902507748,-0.008512223868564775
-0.002173124143329467,0.05772981452710067,-0.016585209489672667
-0.0009933282248809519,-0.006224246190098905,-0.0015324327065980616
-0.0024871796264378998,0.05315308618806706,-0.007188834428204375
-0.0037143463528327234,0.14663142084272893,-0.05459035471591023
-0.0022942880955252997,-0.03569876999653242,-0.0026739062466664444
-0.003742222355433568,0.029597947820136868,-0.0008615137940787081
-0.0033594344042843574,0.0389422062600945,-0.011047282105972406
-0.00195201894064706,-0.003252155473628499,0.007621660052459681
-0.0016593194757145062,-0.010673881643366107,0.016664300669239792
-0.0031348226232391966,-0.003003271086927507,-0.006511363389613166
-0.002110436945186467,-0.01705144832302389,-0.005083376209495323
-0.0026865520027931273,-0.00038942674844301417,0.007025732881578071
-0.001727425247823457,0.08264536961198819,-0.023575356101855557
-0.003319883430668064,0.092350237668021,-0.02889796338823947
-0.0038840849702822446,0.13102735789971226,-0.03828492788782611
-0.0038914893154277505,0.056690011463070476,-0.010498588916488468
-0.006768465064826425,0.16187906866208115,-0.04201752711140082
-0.0051928335400021315,0.1468942980584406,-0.042924314982092954
-0.004447264266970918,0.06609030596351512,-0.005423211199998643
-0.001893506402764566,-0.07302764835116836,0.0065079068139040006
-0.0019168511365128984,0.05055021062861887,-0.008895121218249542
-0.004403257996034217,0.09336106797503355,-0.027929916753517216
-0.0006354133788792812,0.05177160153403651,-0.026849635067190306
