,p05,p16,p50,p84,p95,weighted_mean
1842.5,-0.23015446989027052,-0.1476509594132819,-0.055893612308000024,0.0005816513436274807,0.055646387247567236,-0.0676700295904487
1843.5,-0.20708178513328362,-0.13326651359543606,-0.05124538097884909,-0.0026767048925112774,0.04437291580871947,-0.06260606853695255
1844.5,-0.21260168112731806,-0.1374108988580142,-0.05283615661978339,-0.004364316577047868,0.043890220037061015,-0.06516659574752988
1845.5,-0.23903497452708883,-0.15482808679918017,-0.059862731168850374,-0.0027954762970821023,0.0533992036807277,-0.07262917195454101
1846.5,-0.23062163134239608,-0.14947791347898465,-0.058019132767068396,-0.004895176305639863,0.048486292087790844,-0.07089714305087236
1847.5,-0.2589445251680366,-0.16721115100706505,-0.06540387775744469,-0.0038820333439021624,0.05574811123755563,-0.07907472700178858
1848.5,-0.29548369424907434,-0.19155519206755114,-0.07424374940037912,-0.000921852893524166,0.07105455549645091,-0.0886826140943237
1849.5,-0.2821624715081485,-0.18374989242521736,-0.07198086152193363,-0.0034560059512234492,0.06405130909133128,-0.08639004416746876
1850.5,-0.29435215263993464,-0.19116209334726633,-0.07456265459356197,-0.002669954631453277,0.06793215089522199,-0.08937822895583487
1851.5,-0.2647073672290098,-0.1717408169117258,-0.06796598634206052,-0.006848840813460201,0.05408622585208461,-0.08233036148774367
1852.5,-0.25162790788358586,-0.16450890839954851,-0.06573260028190758,-0.008676458913311836,0.04797199294700194,-0.07973184879585785
1853.5,-0.2645435681721611,-0.1728101970650832,-0.06927680750747854,-0.008137404771667191,0.05206757236183651,-0.08370705948938022
1854.5,-0.3125661526215088,-0.2047120664586654,-0.08247598434264783,-0.006938712866349686,0.06624252235358882,-0.09811911337950202
1855.5,-0.2956264647906897,-0.1935339054203148,-0.07871285269033441,-0.010377910637409097,0.05755428191060104,-0.09433064344363502
1856.5,-0.2936524696788651,-0.19248519010723447,-0.07997773437041118,-0.011875417711399045,0.05456856385512339,-0.09493523135542979
1857.5,-0.32023595730842025,-0.21062689575718668,-0.08660971648546806,-0.0109775034528828,0.06238643824569215,-0.10261753971930188
1858.5,-0.3358018778441168,-0.22007755865543904,-0.09028197918256912,-0.010211325819099167,0.06707927398911098,-0.10687068336589108
1859.5,-0.33553643111115794,-0.22107755177328187,-0.0921062342259946,-0.011959778651770366,0.06525157545693788,-0.10835599438938426
1860.5,-0.3416953918987425,-0.22649419896463463,-0.09607727314046337,-0.014011498404827006,0.06388955299685493,-0.11204837790968122
1861.5,-0.3415833372111579,-0.22651614440254605,-0.09695892073130849,-0.01700174487025058,0.06030505521188995,-0.11365951760506449
1862.5,-0.340106786889776,-0.22474966091160778,-0.09687792097144274,-0.017039980032830512,0.05934071036215574,-0.1129947833805944
1863.5,-0.32083095991029803,-0.2140628770978321,-0.09461863194728433,-0.021494369859750777,0.04761780345165603,-0.11057868008048685
1864.5,-0.3304910422697551,-0.22152100549938164,-0.09883323555598274,-0.023965318142753805,0.04657354875566641,-0.11531935782588985
1865.5,-0.366028549890923,-0.24447275453295308,-0.10936177231094509,-0.02343850305903064,0.056183529568864396,-0.12615709425312566
1866.5,-0.3551298902906603,-0.23852679700396007,-0.10787913100178302,-0.02684250950842764,0.04975284809682064,-0.12472368956786735
1867.5,-0.38076848719984485,-0.2558388986255925,-0.11673576260999799,-0.028533687354656025,0.05451842687387806,-0.13404836857300603
1868.5,-0.4166771041120126,-0.27994321878675954,-0.12641326873591244,-0.026744792054978383,0.06657043939083557,-0.1442500654514472
1869.5,-0.39462824281051784,-0.2668317604627385,-0.12407499832909454,-0.032478729287881716,0.05212180783281312,-0.14154529269724564
1870.5,-0.41973891438919503,-0.28394003688781744,-0.13110964870779726,-0.03161431469222766,0.061461147554238205,-0.1491232062211799
1871.5,-0.39610850559160243,-0.2688191658817942,-0.12921514336439802,-0.03880347415903015,0.04242581955622596,-0.14656034546451516
1872.5,-0.38489049129280717,-0.2639494282065803,-0.13123448336856913,-0.0448086970840018,0.02983797985309472,-0.14795911489723726
1873.5,-0.4203490412953456,-0.29008459501847667,-0.14366960802015255,-0.04709150447654177,0.03765036737708197,-0.1612687976460039
1874.5,-0.44032985642621497,-0.3020175502573694,-0.1473511269468149,-0.043852789436068774,0.049163941867812096,-0.1649878142692819
1875.5,-0.414910548974895,-0.28644159051299994,-0.14453267929570474,-0.05075129247911562,0.029553266435036807,-0.16191461536103838
1876.5,-0.42679976103618833,-0.29598881611460565,-0.149548613514981,-0.05121066034305268,0.03329033856770873,-0.16661579919173003
1877.5,-0.4384631615858753,-0.30407254806250655,-0.15419180598793342,-0.05367764641287549,0.03329025872420092,-0.17162028900626064
1878.5,-0.4479569704935322,-0.31105220274207235,-0.15737462263551424,-0.053859886438715567,0.035617266327894685,-0.1750959408199484
1879.5,-0.46691947183088756,-0.3255208268235964,-0.1670101556790696,-0.056900772644631795,0.037583986779125535,-0.18409884685990627
1880.5,-0.4653629135646118,-0.3292310720833591,-0.17468772280618797,-0.06591605786037953,0.023055688380154243,-0.19105196272776329
1881.5,-0.4740430083346946,-0.3362623460215085,-0.17908545619589383,-0.06965672294192549,0.01789293560851788,-0.19640128704760657
1882.5,-0.46890850390571864,-0.3347365024649987,-0.18196306633131606,-0.07456222322133059,0.008571464027002599,-0.19881926650198897
1883.5,-0.452760112142631,-0.3262330629187278,-0.18193919279003598,-0.08087571428628783,-0.008856263564263977,-0.19905636090422804
1884.5,-0.4742442861018952,-0.3412298862481767,-0.18863748585693743,-0.08208377654114635,-0.004215594558259565,-0.20629167613842408
1885.5,-0.4824405419636436,-0.34756196084862495,-0.19224220705909553,-0.08239385176907583,1.1139750338966308e-05,-0.2092885194193783
1886.5,-0.4801042855004733,-0.3454166873715671,-0.191664843207664,-0.08385146261645925,-0.005185920109513299,-0.20938145871371008
1887.5,-0.49780034605211326,-0.36029068028751665,-0.20043591067704955,-0.08717820970721439,-0.0037632556049223558,-0.2180818466257829
1888.5,-0.5346041403659487,-0.38990403517926225,-0.22012327818952054,-0.0954989131012166,-0.004583291155308788,-0.23700491902738954
1889.5,-0.522011516461666,-0.38137360144171095,-0.2165142222037467,-0.09699081542412555,-0.010661730480567094,-0.23389240467018776
1890.5,-0.5453800927252628,-0.4016830772988306,-0.23128326670387314,-0.1051436103670288,-0.015145878546376938,-0.24840381544252257
1891.5,-0.5262545550594143,-0.39113578327395965,-0.23149936021634104,-0.11153672589943818,-0.03493258467952237,-0.24783867434036058
1892.5,-0.5170952733281793,-0.38705761095289815,-0.23156918697729684,-0.11510826617112278,-0.04065522927089803,-0.24742346543654362
1893.5,-0.5264754816593826,-0.3921582287496757,-0.23279066051325426,-0.11338064018746705,-0.03759122499002804,-0.24914628395987748
1894.5,-0.5631922785131811,-0.4186362461527973,-0.2465060423759022,-0.11727341131359882,-0.02730177562865895,-0.26369265971938805
1895.5,-0.5628911616044614,-0.42011674628756907,-0.25321845210397576,-0.12537067975239358,-0.04354652918261422,-0.2698935048227996
1896.5,-0.546025431883869,-0.41329661762840675,-0.2542882598138587,-0.1309758112624057,-0.05619551141609494,-0.269648765294732
1897.5,-0.5804795934871998,-0.43691584818182305,-0.26858345690958874,-0.1376959063738107,-0.056290292395477684,-0.28492292979572326
1898.5,-0.5871214420607568,-0.4472175212403686,-0.27849634304735776,-0.1461245542889074,-0.0668080859816047,-0.2945610747383065
1899.5,-0.620907197169016,-0.4755397027051696,-0.2999747337002897,-0.15902801166437838,-0.07187321356597956,-0.3156513911857902
1900.5,-0.6257602357410619,-0.4821327665522705,-0.30876912466374024,-0.1678913894063176,-0.08221003471441814,-0.3240454397798006
1901.5,-0.6267504900968215,-0.48694831450700476,-0.31508208031716073,-0.1754672415180772,-0.09511796750317807,-0.3303147159637504
1902.5,-0.6272115672199412,-0.4896538954322797,-0.32057549714492023,-0.18148133058697918,-0.10159095162094886,-0.3347569821224289
1903.5,-0.6389507693830729,-0.5050451938541924,-0.3360993698698405,-0.19586400973380524,-0.11699819125355826,-0.34985046099679923
1904.5,-0.6680523253794446,-0.5251206030366729,-0.34809467717189607,-0.2000804439166057,-0.11358594795203883,-0.3619489306689596
1905.5,-0.6927462977268716,-0.5475805668792623,-0.3659059204197624,-0.21315207939429606,-0.1246131837311324,-0.3796226059660023
1906.5,-0.7066838581844719,-0.5636797087824782,-0.38144417690421556,-0.22669915912357705,-0.13744156858106474,-0.39469207744292756
1907.5,-0.7620540138635251,-0.6133651964715506,-0.4174062567964229,-0.24831313265427044,-0.14975750550529748,-0.43062000585807464
1908.5,-0.7558630228130715,-0.6037620093137054,-0.40710246759444446,-0.23745727636929742,-0.13997085162564424,-0.42038876109769846
1909.5,-0.7631688334827896,-0.6146329543491595,-0.41918571328498366,-0.25016295371837005,-0.15163154923009015,-0.43240979173085137
1910.5,-0.8000910552979567,-0.6458712255169999,-0.4399601149706486,-0.25999291296559146,-0.15673173741412952,-0.45272227017091043
1911.5,-0.7822765403695875,-0.6337886814647187,-0.4357297866415783,-0.2643632054576061,-0.16405721709242288,-0.4491399529613686
1912.5,-0.7865734794094891,-0.6422497009062988,-0.4442587611991732,-0.27293092727844603,-0.17458532838227844,-0.4570765196988703
1913.5,-0.8177929160236089,-0.6680942756250593,-0.46243567952598175,-0.2840433027993449,-0.18088424782233037,-0.47598607176207963
1914.5,-0.8009889061579963,-0.6447723375650302,-0.4391789558106566,-0.25872397297017247,-0.15625809793236728,-0.45202369864185155
1915.5,-0.7810017338754646,-0.6300211818452662,-0.43185036158098583,-0.2600266155500073,-0.16071620416425697,-0.4450932994831944
1916.5,-0.8079334256018769,-0.6610696261058119,-0.4574780505916237,-0.28176223927048427,-0.18049280419578176,-0.47118475377140745
1917.5,-0.8391831424228247,-0.6874333089076583,-0.4772783965441335,-0.2933882448687095,-0.18760932722030055,-0.4904934233976502
1918.5,-0.8398445410697287,-0.6868096842654791,-0.4753665503569669,-0.29045080393508865,-0.1828476125599787,-0.488633290139017
1919.5,-0.7717461375386532,-0.6186889727496963,-0.42000085079101757,-0.24817711064094325,-0.14902131664270116,-0.4334967946277629
1920.5,-0.8180965847041468,-0.6634434839387918,-0.4563756574219968,-0.2761401399479343,-0.17122493021110455,-0.46982658465961885
1921.5,-0.7396532661763471,-0.5915283588758731,-0.39894526961222293,-0.23588318815144893,-0.1427848614323262,-0.4131692417872619
1922.5,-0.7462508937846191,-0.5999167383271996,-0.4083740518294814,-0.24578608377771335,-0.15351484462170126,-0.42270028355924794
1923.5,-0.8368403641976824,-0.6728207715417184,-0.45571139424275114,-0.27037322327150093,-0.16338636839785114,-0.4707444959139602
1924.5,-0.8136875187368778,-0.6554276202760875,-0.44792048403125295,-0.26778691111636904,-0.16732780794474977,-0.46205606973393737
1925.5,-0.8217059425400243,-0.662763315286031,-0.45080493439117275,-0.26930504378451475,-0.1677424026944446,-0.4658750605732882
1926.5,-0.8177291628583292,-0.6648417061814456,-0.45689705027186284,-0.27725951072868327,-0.17695993893449077,-0.47137776162262746
1927.5,-0.8488367473406334,-0.6940946158745269,-0.48059880296131985,-0.29460815059601686,-0.18930863217315466,-0.4945741782446486
1928.5,-0.8416161752073801,-0.6917271674193891,-0.4812665786570197,-0.29741422457079414,-0.19213010232756383,-0.4944470588202702
1929.5,-0.8805812957820268,-0.7269601525213762,-0.5081511883132909,-0.3166448610814935,-0.20708214087299107,-0.5220688466128127
1930.5,-0.8636112870544713,-0.7035296207162455,-0.4856006115319262,-0.2934575255363781,-0.1809080490526128,-0.4983120979263298
1931.5,-0.7635661525917744,-0.6209498410581168,-0.42716035760625304,-0.26085906566434414,-0.16541215479492896,-0.44073466485691415
1932.5,-0.7390185162036971,-0.5865086774052245,-0.39479735201199284,-0.2320129612135181,-0.13706092093498923,-0.4088182028070189
1933.5,-0.7462791011792291,-0.6002797504019144,-0.40960434897175424,-0.24452424092492328,-0.1495763747968202,-0.4224171013048383
1934.5,-0.8100814740185692,-0.6567556759258797,-0.4498779517428029,-0.26887394086865285,-0.1630996603673838,-0.4625003636882986
1935.5,-0.8330111511846713,-0.6826730339921879,-0.47292772102467456,-0.28903664364425596,-0.18229209631146384,-0.4856697949572901
1936.5,-0.8938642073186794,-0.7318717783094286,-0.5075284186771527,-0.30772635702833984,-0.19130273174267956,-0.5198047397542027
1937.5,-0.9129430197313421,-0.7557297657861134,-0.5326405023824331,-0.33031298832199013,-0.21325179945758743,-0.543573556926448
1938.5,-0.8515991428565769,-0.7048449364903948,-0.49447270214887873,-0.30961171115633773,-0.20323501087582707,-0.5073435171970688
1939.5,-0.9125986996573556,-0.7546453392777082,-0.5303065237670382,-0.3274905970574845,-0.20925144912410984,-0.5413137600745231
1940.5,-0.9449448401500345,-0.7904008573907392,-0.5655779200796718,-0.35748019407848364,-0.23950612160075163,-0.5753791154209582
1941.5,-0.9625492173727824,-0.8096418084475269,-0.5817778712137043,-0.3696404407459314,-0.2512017171734803,-0.5911739010750009
1942.5,-0.997964717354022,-0.8342156761908678,-0.5993638474452936,-0.3774197136838202,-0.251951256029979,-0.607814945374167
1943.5,-0.999036180907015,-0.8395868673360135,-0.6037103195169704,-0.38368730396969336,-0.2600646211965528,-0.6131337953297238
1944.5,-0.9890081408702168,-0.8281309370631319,-0.5925714434690835,-0.37483191085309425,-0.2509983804765935,-0.6029113713678083
1945.5,-0.8931908097481361,-0.7429526748741649,-0.5238438576315944,-0.32889511703079205,-0.21731893705614894,-0.5360210564098964
1946.5,-0.8731046585222992,-0.7248622824618653,-0.5098395192576248,-0.321359370532809,-0.21477800732640362,-0.5233612841119637
1947.5,-0.9158385389319375,-0.7688965346793292,-0.5498251473922581,-0.3515369560935769,-0.2386099922308814,-0.56070037573987
1948.5,-0.9553984495109886,-0.8011526930329919,-0.5726424889772008,-0.3644884615695435,-0.24642936570682236,-0.5836512825085487
1949.5,-0.9533818911951367,-0.794889343942798,-0.565528043130544,-0.3525588866405894,-0.22980257243567231,-0.5740229165070279
1950.5,-1.0355312858385834,-0.8583132103284028,-0.6069338952152169,-0.3733195917878571,-0.2296520000257293,-0.6152873628104569
1951.5,-0.9992267192081709,-0.8461319772972341,-0.6149604899722928,-0.3934091911963644,-0.26814180498633267,-0.6203710008400203
1952.5,-1.0301287100889167,-0.8707852013789087,-0.6301435817488555,-0.39818129774538324,-0.26467198457588675,-0.6353394084766883
1953.5,-1.0687404132072806,-0.8983423986394927,-0.6455990588109513,-0.4063907977896097,-0.2618690143092602,-0.6522033673276443
1954.5,-1.0851841112692249,-0.9139366809895291,-0.6586724106528301,-0.41697493641982397,-0.26995575138482214,-0.6652755497806575
1955.5,-1.141236635450122,-0.9652049079293952,-0.7011443949900542,-0.44511305521242495,-0.2935995964870699,-0.7062662915336737
1956.5,-1.2296585838480723,-1.0380523890339028,-0.7499938119562738,-0.4729773674728388,-0.3019464050235984,-0.7551634153567878
1957.5,-1.2806542548270492,-1.0814992616008794,-0.7754876815502606,-0.48432701491753766,-0.3004986355026546,-0.781550366006273
1958.5,-1.2347522726054807,-1.0551820231871365,-0.7765738073557403,-0.5000287677500195,-0.34119489401645275,-0.7784152344774057
1959.5,-1.2653027204246017,-1.0855593150713552,-0.8033195429593658,-0.522940012953885,-0.357749935232506,-0.8046751230591871
1960.5,-1.3141165162024742,-1.1298242404165417,-0.8399916308153902,-0.5503440723690204,-0.3747405772707143,-0.8406515018560008
1961.5,-1.3741569649754763,-1.1726265133823777,-0.8599365815273357,-0.5474420798807943,-0.36075223842853305,-0.8608068803106713
1962.5,-1.3762566119663915,-1.1818414770145345,-0.874667237794062,-0.5663453956984394,-0.376103166242784,-0.8740160183959653
1963.5,-1.4909199102922386,-1.2705450705195513,-0.9204307730298327,-0.5771055916117248,-0.35502202736381727,-0.9218980201196326
1964.5,-1.471097657174891,-1.2657589602663701,-0.9340217125809891,-0.6026384060586909,-0.3918004840146771,-0.9330724852931173
1965.5,-1.5152230109857971,-1.298442976432277,-0.9545620391703651,-0.6112294742903471,-0.3889990146995124,-0.952990885526894
1966.5,-1.535656389060114,-1.315684357696574,-0.9717300343903935,-0.6218984772867895,-0.391982723281558,-0.9685556678280944
