,p05,p16,p50,p84,p95,weighted_mean
1750.5,0.0,0.0,0.0,0.0,0.0,0.0
1751.5,-0.011344393868947934,-0.002826344541314491,0.003860491798915775,0.012754837306443528,0.0219964446346389,0.004434093541406283
1752.5,-0.0199393502412937,-0.005099095913325503,0.005842924422947939,0.020153991351222245,0.035728300587960074,0.006653366361442115
1753.5,-0.011585422527201655,-0.002879935912064797,0.003906912948792296,0.012900391773293576,0.022283196653709664,0.004473670197160691
1754.5,-0.011058978793981517,-0.006037268976504011,-0.0013117354893001725,0.002193510137445388,0.007391851777797961,-0.0015894648982612892
1755.5,-0.007253129447786605,-0.0026071747211889895,0.000533352446354522,0.004570701642939308,0.008776956459722065,0.0007064574353368938
1756.5,-0.009928373147511594,-0.002382315739274508,0.0037191397476704223,0.012130173196071153,0.020478447609713454,0.0043345210086953145
1757.5,-0.024090425865146935,-0.015030343964370741,-0.004908891523684567,0.0010588709431560656,0.007021124105776826,-0.006323038514872229
1758.5,-0.010117255993156882,-0.00622136763075043,-0.0018777953960114977,0.0004123042346920199,0.002604935447331552,-0.002618153185876798
1759.5,-0.011941524623556708,-0.007507818969626761,-0.0024429521387214796,0.0008173573814401621,0.004251160954011754,-0.0030208604130410378
1760.5,-0.032956982615367336,-0.019010695531661993,-0.005679093672420289,0.004463463265488375,0.0175975390665288,-0.0064790460860810785
1761.5,-0.022358503328882617,-0.014124002798850956,-0.00473325271574432,0.0013105589383424808,0.007618248792506402,-0.005822769567602952
1762.5,-0.008284767868153194,-0.004884424873723182,-0.0015084135053520756,0.0009829257324154026,0.004106013148642594,-0.0017362346095603294
1763.5,-0.008494113166089192,-0.005391725571166764,-0.0018453556502289815,0.0005043291224257517,0.0030764219529210712,-0.002202015105110872
1764.5,-0.027844259553631193,-0.008038980989242496,0.005352168020292729,0.02331053304315408,0.04301839096315857,0.006415619786533846
1765.5,-0.021311706128973082,-0.013112926208797648,-0.004248509658354352,0.0019720616807956323,0.00917312684770322,-0.005010095677500213
1766.5,-0.013056803975826424,-0.006172670378640803,-0.0004250032092949792,0.004917867446601078,0.010494809453449836,-0.000734932771625878
1767.5,-0.011940894842715042,-0.0059983903755978655,-0.0007771824498081232,0.003071323964402998,0.0074524810133056885,-0.0013624971878205422
1768.5,-0.05347066311558035,-0.0335449401172228,-0.011126535992433734,0.004246802706114458,0.021403406022192605,-0.013172290753781304
1769.5,-0.02683062445434473,-0.016953563233382065,-0.005726169668927367,0.0017290069758117755,0.009952830452808125,-0.006849732189755606
1770.5,-0.027647899067260066,-0.017488914573591318,-0.0059180622801981095,0.0017333500723783095,0.01009636788154295,-0.007093518952357819
1771.5,-0.01208484812222528,-0.005292033143322618,-9.574925166463837e-05,0.005619900968718542,0.011359069211435023,-0.00012903893057857082
1772.5,-0.022020058452428395,-0.007537249752373123,0.002273434582905048,0.015408543959444352,0.029176931541338685,0.0030354244354260256
1773.5,-0.01753984662780105,-0.0063241943648222245,0.0011337032444684956,0.011004594536440622,0.021311015392874135,0.0016339956356188883
1774.5,-0.0390992459934445,-0.024676014951369438,-0.008302591028094821,0.0027750953147736394,0.015144931909857958,-0.009830584230458251
1775.5,-0.0245687280987651,-0.015087481400176196,-0.004466522942073043,0.0012124948992741533,0.006651268789425881,-0.006246582998159915
1776.5,-0.0152615020395932,-0.007640202113182274,-0.0009932022774475253,0.004112705924135724,0.009845274678049572,-0.0016818712376292727
1777.5,-0.03307844039733754,-0.020481972670743278,-0.006215524017281033,0.0012521466076519702,0.008436003476931929,-0.008656294726992853
1778.5,-0.04802335031748101,-0.029991007186986895,-0.009858345772443865,0.0011761885730443842,0.01233527585266498,-0.012970497239648932
1779.5,-0.029644135974853346,-0.018197622444514477,-0.005407536737681111,0.0013939757994094544,0.00785426589003024,-0.007564363158917274
1780.5,-0.052470756621087994,-0.03318288811120063,-0.01103628825317352,0.003211830213342338,0.01817417382842318,-0.013556568663942066
1781.5,-0.04204016283878202,-0.026256830098996466,-0.0085838478817318,0.000799326011566426,0.010434097941509485,-0.011467532717379648
1782.5,-0.03177135395295208,-0.019826430260468444,-0.006507792797483484,0.0005728192283498945,0.007890830584712596,-0.008672979472492234
1783.5,-0.02658111068869049,-0.016442193973834843,-0.005116934662420215,0.0008654267096198617,0.006572279647376488,-0.007059024993977102
1784.5,-0.03693641256950218,-0.017437444512954783,-0.001241278392953251,0.013581011011176017,0.029206120449607523,-0.002214626345789646
1785.5,-0.03462847070220975,-0.021654093279326915,-0.0071259714359007634,0.0005906798867648279,0.008555502169180385,-0.009496478400828814
1786.5,-0.03437546209035497,-0.01843303988860738,-0.00410957747720552,0.004856985636860943,0.014514500553525985,-0.006307877253027785
1787.5,-0.04060598084768677,-0.025031031438241428,-0.0077774922211923106,0.001456518562747642,0.010230710568420103,-0.010705888292815944
1788.5,-0.0832975742587457,-0.05254148039535093,-0.017667848309076205,0.004193384664232521,0.02615637909553112,-0.02195645525130468
1789.5,-0.05678644018087405,-0.03577596307772208,-0.012020318036047622,0.0016043338702477546,0.015272587472278765,-0.015462789715375052
1790.5,-0.061638612571237754,-0.03881308746055103,-0.01304036048183687,0.0019544813570863324,0.016872119095612873,-0.01667009682176397
1791.5,-0.03745256743427113,-0.022797000062626204,-0.006752751264430001,0.0020738310143269844,0.010551849115295485,-0.009410131481002932
1792.5,-0.039202678268880624,-0.021165995532957074,-0.0046606524419558855,0.005732242356434306,0.016997855068662235,-0.007106245876264888
1793.5,-0.03471230715485679,-0.019032002916891874,-0.004769452319303732,0.0040168937619613765,0.013075086730405886,-0.0070278717444860654
1794.5,-0.06930980630921488,-0.04380722547097291,-0.015046245286652157,0.0031537461242841943,0.021536121066000623,-0.01852188085704788
1795.5,-0.05333879377792659,-0.0334097085649691,-0.011156876154710768,0.0007667966135595994,0.012864297145774977,-0.014777832846774537
1796.5,-0.03362410643713228,-0.020894266425229412,-0.006804937665180463,0.0007626789582779412,0.007865057993430236,-0.009185293468079586
1797.5,-0.059055137240789264,-0.03705446918586432,-0.012522251897147974,0.0007186507964526764,0.014267557193357079,-0.016467042690273513
1798.5,-0.07249162415318583,-0.045647426594642555,-0.01553992151002176,0.0013385723878787353,0.018326041829985554,-0.020047962543076583
1799.5,-0.06322292718567016,-0.03992701845757674,-0.013767164621472976,0.0012237898195494837,0.016290750673685173,-0.017556471892715454
1800.5,-0.07658422559874149,-0.048665622941551405,-0.016952165251342133,0.0035242309361702465,0.024666416306907142,-0.020605724413793755
1801.5,-0.06819709892472871,-0.04294600119744079,-0.014787470412424146,0.0010040243950377701,0.016712481448269475,-0.01901111883555297
1802.5,-0.06681327189603335,-0.04223601782092716,-0.015025005100156925,0.0013970338467839932,0.017449386146660813,-0.018672900532604782
1803.5,-0.05083354875579525,-0.032187750306403876,-0.011379277348121802,-0.0002054163237249169,0.011079669333040797,-0.014742271843629185
1804.5,-0.055911940417460566,-0.0343321693676914,-0.010381083308791741,0.0028128914439940447,0.015506930877851287,-0.0143155397934018
1805.5,-0.07172881657031491,-0.04533976498558421,-0.015934051402580744,0.000831535462457515,0.017590306810412452,-0.020222419301487642
1806.5,-0.06837953870222373,-0.04292565292959216,-0.01470632720184571,0.00032462562360003835,0.014963454011494156,-0.019383854774119257
1807.5,-0.07899200361677289,-0.04988530855945841,-0.017402023165928093,0.00031369306036203257,0.01849434004561809,-0.022477738497118347
1808.5,-0.12337215144474353,-0.07846197481443953,-0.027119332510178496,0.0049022426151535394,0.03712885440242684,-0.033476436220824
1809.5,-0.10178397447320976,-0.0641062045564334,-0.02235368820513082,0.0027357181106941867,0.027723881404875857,-0.02792517743277434
1810.5,-0.1087200506754682,-0.06879461218792961,-0.023831030861462866,0.003344138943933541,0.030401973953398203,-0.02977814149075534
1811.5,-0.08794569833956833,-0.055496336036307096,-0.019298503336274007,0.00047140454210736006,0.020874743655536314,-0.0249330604165271
1812.5,-0.0749889889050204,-0.0468041979076448,-0.015784997097843787,0.000874297203110672,0.016813826549883223,-0.02103317000869769
1813.5,-0.0803921041227665,-0.05069745666575719,-0.017733571029577958,0.00022602772058893236,0.018400351171369927,-0.023006271580397045
1814.5,-0.12488256912380974,-0.07950268907464052,-0.027850226637396537,0.005003262135203285,0.03797911919785189,-0.03401958171388342
1815.5,-0.11259981253886078,-0.07127358280619467,-0.02485766927069476,0.0017460530938947561,0.028736525870035143,-0.03150926366205445
1816.5,-0.10430353866845485,-0.06611461251987713,-0.02347096130894048,0.0012601092292237623,0.026089579367655005,-0.029534423105154473
1817.5,-0.1176617998301864,-0.07455146436593309,-0.026150983674004126,0.0014108396365061103,0.02905634342866578,-0.033194078902699375
1818.5,-0.14249806150435132,-0.0902642929858046,-0.031752182366320145,0.003666203525628511,0.038907081508654046,-0.03942802064435082
1819.5,-0.12877442555193025,-0.08128888269947973,-0.028641316560748118,0.002792352328407985,0.033845556963435046,-0.03573769687719806
1820.5,-0.1480141339431151,-0.09420762493172169,-0.033104561499723816,0.0061501004077734265,0.04582450345930855,-0.040235357329707545
1821.5,-0.14560438225479416,-0.09210553725051845,-0.03235838611237576,0.0037882423521411867,0.03967832584291695,-0.04016657050142575
1822.5,-0.13801142788350465,-0.08796301595499384,-0.031000870608800565,0.004405314803446785,0.03992491579310646,-0.03812840337670221
1823.5,-0.12232878161385939,-0.07762500788813143,-0.027627875422467172,0.0012755885978586693,0.03020550032067828,-0.03468976185349744
1824.5,-0.125643241031549,-0.07975830328108834,-0.02798718024493951,0.0002911176937563677,0.029411154817934642,-0.036093735594513995
1825.5,-0.14564688058631153,-0.0923663983123212,-0.032895900997668225,0.002754586034257334,0.0378046250938874,-0.04082313360676872
1826.5,-0.13656845096935658,-0.08686798571162149,-0.0306829098386309,0.0008322042708340826,0.03274691755706552,-0.03899910318643489
1827.5,-0.15127026964001028,-0.09575524797645826,-0.03415822672534794,0.0014638586618884201,0.036666669465976416,-0.04296121284200889
1828.5,-0.19838541488017783,-0.1268573410544984,-0.044805336725674126,0.0071388134998145855,0.0593211045877263,-0.05477021031326228
1829.5,-0.17837176198280186,-0.11361776956859555,-0.04042201901521273,0.004685089712131881,0.04954596107450694,-0.049788295673996744
1830.5,-0.19022510799537407,-0.12156037119606178,-0.0446322031159574,0.0033266501791521966,0.051282039631645245,-0.05431037309334158
1831.5,-0.1630597049122543,-0.10374591982239824,-0.03802362284448297,9.475710817572669e-05,0.037530469664269386,-0.04738939909891213
1832.5,-0.15627286494472373,-0.09988418944879829,-0.036519088218586675,-0.0008827290985117835,0.034839360653270625,-0.04603767062877058
1833.5,-0.16456403855179685,-0.1050884514782951,-0.03857852128088004,-8.573829371957814e-05,0.03745698063575429,-0.048097198857704755
1834.5,-0.20452872261820776,-0.13089975341507562,-0.04751823835341145,0.004522532641865027,0.05651315412546713,-0.05795364116251434
1835.5,-0.1906711032779772,-0.12149797108920302,-0.044305553153199305,0.0008200014438360686,0.04625689022055033,-0.05502383904720746
1836.5,-0.19516789602166412,-0.1252728860067154,-0.04656585741783749,0.0002486020177775603,0.046741591258300276,-0.05715499593235114
1837.5,-0.20800995487524157,-0.13335685687756504,-0.04911727566853541,0.000356572365866452,0.05064866368841603,-0.060697370027421586
1838.5,-0.22973208191750263,-0.14755480576501237,-0.054242895606256704,0.001894424447166362,0.057831236721005916,-0.0664953233567697
1839.5,-0.22052542717370885,-0.14160880153403904,-0.052505058769663354,0.0007613504801921353,0.05377318938341507,-0.06436077240804414
1840.5,-0.2245003313018759,-0.14397982941554288,-0.054045244651209905,0.0015838440399089434,0.056423424235663766,-0.06542690051983713
1841.5,-0.24189423834694934,-0.15543259210025367,-0.057785083288653054,0.0013262645706692507,0.05995115907039162,-0.07053756922113072
