year,pc05,pc16,mean,pc50,pc84,pc95
1750,0.0,0.0,0.0,0.0,0.0,0.0
1751,-0.005916341762982144,2.5567386735829536e-05,0.007456386749333064,0.006344684517577053,0.015493934046941243,0.024904711201718818
1752,-0.010471230835909614,-0.0003595741540262093,0.0119059041010941,0.010151720635523035,0.025031005175344255,0.0407719604628134
1753,-0.006066270471211851,5.4816708815427864e-06,0.007589918996588179,0.0064413477947912745,0.015757830290648818,0.025366808534721196
1754,-0.012647099908191038,-0.007437427819984406,-0.0034054225344538748,-0.002905836365158521,0.0004668679360863756,0.004038087570681514
1755,-0.0039727832543501145,-0.0007459655791698456,0.0025370372262485505,0.0021194512903393355,0.005977375864638624,0.010583906688613602
1756,-0.005261807385132174,0.0002148960745923913,0.007078357478980766,0.0060172244493500405,0.014528693563407852,0.02315532484281461
1757,-0.021478617208389474,-0.013953311034723848,-0.007483781178375048,-0.006300817019660694,-0.0014416970950900758,0.0025930025283549506
1758,-0.005913496150485363,-0.003725447852879208,-0.0020638278865787872,-0.0017457272104399485,-0.0004427887046634813,0.0004217178963299364
1759,-0.011164297445639978,-0.007229792976121214,-0.0037571620349860155,-0.0032086302008490605,-0.0005408787849566291,0.0017181016110215473
1760,-0.03682247583116556,-0.022644231931980324,-0.01087027406343605,-0.00930003305577253,0.00015293853367347223,0.009284692200162445
1761,-0.021251202560776283,-0.013750107734324278,-0.0072341060513631235,-0.006152597406296514,-0.0011523632896118634,0.0030950731426812083
1762,-0.008442142081928521,-0.005132965762561819,-0.0024729089636067385,-0.0021391304164346645,5.3923468067026915e-05,0.00226498691995284
1763,-0.00767137177933199,-0.004974880788630788,-0.0025868636877710103,-0.0022694470667991213,-0.0003589006894056414,0.0013454634682304844
1764,-0.01488813861565582,-0.001398080031180834,0.01389222179400403,0.011710654291471593,0.030231401599254856,0.050496192822901964
1765,-0.021916073592135217,-0.013941055342133902,-0.0069305959000381875,-0.005935328838992808,-0.0004914841491574523,0.0046519991997677765
1766,-0.00651429941373175,-0.0019864134647682523,0.0022213736069139137,0.0017372856832119188,0.006546485791136648,0.012696171481039364
1767,-0.005311111817064972,-0.001845755531305787,0.0010861310542625323,0.0007880086335322185,0.004158296132055028,0.008539946584994705
