year,CanESM5,E3SM,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM,UKESM1-0-LL
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,0.009983147476243664,0.011805893505060332,0.0027449368654414667,0.009878157929572709,0.021146694802272298,0.0037667204376135507,-0.0001682949162296163,0.01010070166270225,0.0050993505059952204,0.002255312018204893,0.0016238884946312647
1752,0.01584657672213163,0.018706736343812026,0.004431063992789739,0.016250600055043654,0.03440599320484049,0.005888074855109071,-0.0006579494948634442,0.01616293633664349,0.008045349597085007,0.003332548098096513,0.0024154162651061676
1753,0.010170472558553044,0.01204405378806521,0.0027799368415801643,0.010061965399230384,0.02157637641921338,0.003814598014987551,-0.00016178388514954479,0.010308586910184075,0.005194605096195716,0.00229542846453888,0.0015937949074980237
1754,-0.004356862540953122,-0.005127253904521244,-0.0014019972307588767,-0.005073855682359449,-0.010009721869194257,-0.0016967164064459533,0.0005690276227894339,-0.004516938844771785,-0.002229875606716586,-0.0007436123753667614,-0.0008766823080283976
1755,0.003171201483604936,0.0038201436554366544,0.001021822994162959,0.004196864882100471,0.00810890330088411,0.001075602040120827,-0.0006911679522174446,0.0034983294001270787,0.0016051275739747753,0.0003412836597788387,0.00025304706243072655
1756,0.009550694996297009,0.011361988099900515,0.002510793375691483,0.009143795277346066,0.019968398538731655,0.003540070408731023,7.117067248792143e-05,0.009668224307925681,0.004888027486862158,0.002261910117300035,0.0013598593324929626
1757,-0.010437715270882074,-0.012358821117079054,-0.0025523618932267187,-0.007824252143800725,-0.018556315177790952,-0.004319773564514329,-0.0014553656575836565,-0.009930968928248823,-0.005482800145351373,-0.0033756382443743006,-0.0024401292136759945
1758,-0.003144578241825083,-0.0036071775986725348,-0.0006633687464653523,-0.0013247968404124857,-0.004155353177960258,-0.0014749757429560698,-0.0010342226984993525,-0.0026602132772438544,-0.0016639069706815418,-0.0013859149678174375,-0.001142949859980398
1759,-0.005144878565504402,-0.006055101534277924,-0.001347750015159568,-0.004291029832939504,-0.009688593619288019,-0.0021120718078521785,-0.0004167492211901453,-0.0049652727572033935,-0.0026780144542864447,-0.0014940030040884022,-0.0012031056411397826
1760,-0.014248832550814905,-0.017012966944552933,-0.004126328105150209,-0.014725465513939495,-0.030538845391970472,-0.005523053865808468,0.000521243792289417,-0.014558613878975769,-0.007402091362413026,-0.0031566964116293943,-0.0025930657087397304
1761,-0.009987503430642062,-0.011773175559313568,-0.0025984428263945425,-0.008123508868188793,-0.018479354160064312,-0.004148158129162069,-0.0009562303083675643,-0.00958929519193586,-0.005225224967311516,-0.0030004833002749576,-0.002425240795429043
1762,-0.0032685797639130255,-0.003791702854138927,-0.0010217067978511678,-0.003392637864748131,-0.006905558729806319,-0.0013605022381389274,0.00019179932967865404,-0.0032436417835466566,-0.0016803684543366948,-0.0007102998376285457,-0.0008664672240296894
1763,-0.003562438850806565,-0.004072801949131899,-0.0010499085972214854,-0.003061340469964112,-0.006628458120318856,-0.001594387282423164,-0.00016611788789509504,-0.0033351834377214062,-0.0018459751407265065,-0.0010093786517861372,-0.0011998726035906703
1764,0.018164983391989444,0.021578922115009412,0.005227451250825984,0.02018990397952526,0.041698930700264994,0.006458790921637577,-0.0016833851386022598,0.01902121463009587,0.009176323240114838,0.003230490858095821,0.0021101306087022223
1765,-0.009330649125449952,-0.011006225594494646,-0.002622158532526421,-0.008728813438143877,-0.018718951917239317,-0.003785478260892438,-0.00016716672712613822,-0.009216986337886406,-0.00484889362382359,-0.0023859396967627657,-0.0021102451503043898
1766,0.0023831170349190214,0.0031001404378948015,0.0008884885082463779,0.004889133712191615,0.008648248001351791,0.00043152067247291016,-0.001506269022710031,0.003241204388230119,0.0011714048050359555,-0.00038715347175597055,-0.0007058885085216406
1767,0.0009070003468756686,0.0013123468912526158,0.0004632370904314861,0.0031648061958563373,0.005141242791477776,-7.123751739184728e-05,-0.0013363339560149802,0.001651957395450824,0.00041823930727885594,-0.0006277697154818251,-0.0008129882375324466
1768,-0.024364073796908067,-0.029098224409382676,-0.006598336857453204,-0.02165378718517881,-0.0472872677527006,-0.009959921044953869,-0.0013963221864289979,-0.024009814427139953,-0.01285771263472912,-0.0068161899598596625,-0.005439291026737131
1769,-0.012083553008884484,-0.01412673017432416,-0.0033489522193739197,-0.010309871000367447,-0.022720509218482794,-0.0051541535846738795,-0.0007882623346533069,-0.011573510716914155,-0.006314813973286659,-0.0034783838209448293,-0.003325376938957085
1770,-0.012496446620961377,-0.01458601417837022,-0.003468429194661736,-0.010558248029698902,-0.023318220736288697,-0.005370484561642592,-0.000869663369551152,-0.011919781779682045,-0.006534596394512704,-0.0036395698243866705,-0.0035377870334651436
1771,0.004225750303976903,0.0051638900561405895,0.0013544539392305885,0.005916732957599438,0.011346309831528331,0.0013209888289260402,-0.0010894693448489285,0.004810316351329766,0.0021315722002081747,0.00032949945916858035,5.86648365062236e-05
1772,0.012236158241299266,0.014598126806419361,0.0036583225930840145,0.014365718194574849,0.028992012695482683,0.004312458628171544,-0.0015834756175635077,0.013007378963648283,0.006193058950120206,0.0019330541997609318,0.0013363250620815341
1773,0.008825012846119288,0.010563822960494643,0.00268748874703214,0.010687056378486957,0.021315229200617417,0.003080574717249672,-0.0013290751246177882,0.00947444051233828,0.004470901391062175,0.0012885641119386223,0.0008925991079708345
1774,-0.016816913296048237,-0.02004950361048947,-0.004529791311721619,-0.015155110093017427,-0.033103479875800534,-0.00675441643528123,-0.0007977940139372477,-0.016644404865474558,-0.008814622655856322,-0.00456133404013326,-0.003509542864376479
1775,-0.0061731557165982665,-0.007237584203220737,-0.0011439896865257423,-0.0023835015162357587,-0.008103977677333646,-0.0027489251911490082,-0.002255432069837739,-0.0053268177219384025,-0.003286761940805384,-0.002798572601250472,-0.001818531791871419
1776,0.0022815602410184814,0.0028696031900332306,0.0009274858809991552,0.004627543700246706,0.008039803160106121,0.0005363190413869776,-0.0014606211856080737,0.002987940984520661,0.001120288477918903,-0.00034214090949361876,-0.00034701146659116364
1777,-0.009620647368769055,-0.011340158163023997,-0.0019109634233343328,-0.004545753785543276,-0.013688307269842687,-0.0042070899042752265,-0.00301984298606824,-0.00852457595895699,-0.005119867562835605,-0.004078357755198384,-0.0026654204925967025
1778,-0.018270331294870292,-0.021775259373614398,-0.004284809401648949,-0.012711765102678296,-0.031149954649113326,-0.007644433246158375,-0.0032704280365914895,-0.01723696893498646,-0.00969583782020686,-0.006342962157903165,-0.004339343358702079
1779,-0.007667603136918554,-0.009041004366192512,-0.001440729219837792,-0.003255734851276171,-0.010491452378478192,-0.003351654288274491,-0.0026415171726674527,-0.006726418627729297,-0.004082602427335866,-0.003373030312051842,-0.002102835944013005
1780,-0.02213608873942058,-0.026603112004535596,-0.005670270673637728,-0.018811417132365123,-0.0422190209434893,-0.00886704145407426,-0.0019055896854393195,-0.021815228391005255,-0.01169546407720445,-0.006471685463664565,-0.004401386790153396
1781,-0.014861928344720263,-0.01762070043477826,-0.0033147686803397013,-0.009166912267079608,-0.023825135645248033,-0.006341665752565818,-0.0033563807683015864,-0.013697318642207613,-0.007892734211057219,-0.005563229172859374,-0.0038045536958840305
1782,-0.01093193340418051,-0.012931287851257325,-0.0025037387833897707,-0.00716569297169508,-0.018108450420059458,-0.004614280611590365,-0.002176898332080293,-0.010160936455984156,-0.005772288882205493,-0.003913486733315591,-0.0027193043629159105
1783,-0.007097235371149173,-0.008267221273777908,-0.001443588623093398,-0.003159744165028344,-0.009736347629413514,-0.0032072150861224905,-0.0022966023164875155,-0.006155384710669752,-0.0037693491390818346,-0.0030746595242609354,-0.0022445039945706556
1784,0.007106579470959752,0.008663363264811121,0.0029475016694492312,0.013498167065885684,0.023469870330779352,0.0020351741251318205,-0.004112727802178515,0.008831508201556548,0.0034964582852358705,-0.0007213143360248874,-0.00014999336946531572
1785,-0.011832379412539774,-0.013978737590913375,-0.0027204644978626666,-0.007681637248737216,-0.01945356548508073,-0.005033971196704163,-0.00239551061957563,-0.01095761182913595,-0.00625407452589382,-0.004270798557841475,-0.003039092683885734
1786,-0.002316512062201876,-0.002433596157079467,0.00020443742122019676,0.00386804769490854,0.003359707970169698,-0.0016463770566771613,-0.003740793755456286,-0.0006829956905637334,-0.0013394882997645602,-0.0027858925232046704,-0.0020075594169105164
1787,-0.011590581568377667,-0.01356071820534074,-0.002353626456524329,-0.005165250310859376,-0.0158786929374735,-0.005240956272693097,-0.0037859077942274033,-0.010084096096867976,-0.006184461414352693,-0.005049898841956406,-0.0036414576589098996
1788,-0.03509057941290701,-0.04234303729087817,-0.008974842691081952,-0.0285804376042427,-0.06465638093194506,-0.01450611130622503,-0.00395906399588798,-0.03424627663172024,-0.018785993358920863,-0.010967941095169915,-0.007851666681344203
1789,-0.02242242291816195,-0.026702425579154466,-0.005544949402180728,-0.016714840434300347,-0.03940724072603817,-0.009441971024647866,-0.00329868060303263,-0.021329042645722322,-0.011907594079676741,-0.007433395043444447,-0.005524688644936113
1790,-0.024514559856844823,-0.029274193249119482,-0.0060876652846298595,-0.01857784064047653,-0.043483139667295514,-0.010272154365957527,-0.003461115402126519,-0.02344078098881715,-0.013036409537953073,-0.008040770409220742,-0.005896488177184606
1791,-0.008367862527878075,-0.009557412180430117,-0.0015645665566527602,-0.002004667835527385,-0.008981151459706876,-0.004132647271431646,-0.00370869636732501,-0.006680774704328013,-0.004488498134180265,-0.004271492483101335,-0.003463953272967397
1792,-0.0021456757576787033,-0.002043833477448992,0.00024192040367918173,0.0048678293794807495,0.005073307975450178,-0.0018547016916088876,-0.004174330142468935,-0.00013638651503830243,-0.001266173230414211,-0.0030618653154855287,-0.0026588447856727713
1793,-0.003126944157056508,-0.0032488452214699814,-0.00021031297575935682,0.0027522400095469426,0.0015239814016146935,-0.002120961882222317,-0.003451025671119498,-0.001414543067315796,-0.0017468117499373284,-0.0028758713894217244,-0.002611787516397962
1794,-0.028867617401310813,-0.034446909205900975,-0.00764785373612038,-0.023985063071831743,-0.053598277259641086,-0.012112720813336576,-0.0027237929738129925,-0.0279831919270776,-0.015338924411887018,-0.008765259054551706,-0.007091263739880168
1795,-0.01854825563830396,-0.021833856599742157,-0.0043997155789058245,-0.011859326575403215,-0.029864318340498144,-0.00815602567941516,-0.0038439421654306366,-0.016988873458014205,-0.009863526603916466,-0.006843646638484269,-0.005397827230498234
1796,-0.008798596822683106,-0.01001096287281705,-0.0020672043874570044,-0.004248263631523648,-0.012056760568366715,-0.00425708121219372,-0.002509288757914664,-0.007448006050422066,-0.004662956063832047,-0.0037208028365116573,-0.00356033421436263
1797,-0.021005066641229617,-0.024715171960678614,-0.005070347445007537,-0.013646150936009412,-0.03396748428585903,-0.009298154851869507,-0.004214906595135174,-0.01924866186867783,-0.011186853683024155,-0.007703059789434171,-0.006268344907907291
1798,-0.028273856116774434,-0.03352480846214297,-0.007179572138288692,-0.020728810812492046,-0.04868915887416565,-0.012299061444910305,-0.004322450396196001,-0.026586421433632518,-0.015091426854892235,-0.009606901379980957,-0.00791874405197045
1799,-0.02476506262231086,-0.029217590352930416,-0.006459150244502565,-0.018817710701347516,-0.043443846223783555,-0.010783476449826863,-0.0032728722680882187,-0.02332999997211551,-0.013152232385066957,-0.008129422615645202,-0.007068029175120866
1800,-0.03243485144515526,-0.03856386198955673,-0.008911335425017923,-0.02765163674480014,-0.060694159769657155,-0.013842060625060777,-0.0025463456912161978,-0.03140300365631256,-0.017252268330795337,-0.009659969320582322,-0.008600715431879614
1801,-0.026148407904098857,-0.030810384195258566,-0.006753480873622233,-0.019140746866643438,-0.04481370061916162,-0.011528473380669837,-0.003905317208493362,-0.024414167325484175,-0.01392289477453073,-0.008874515408074749,-0.007773369852245322
1802,-0.027190390002185195,-0.03181168081446596,-0.007484662919322944,-0.02137175162805028,-0.0480775024367249,-0.01216315165392739,-0.0030000109276868497,-0.025472158007624777,-0.014431989697519153,-0.008716243548216266,-0.008666342573708012
1803,-0.017798678551584787,-0.020448400482426143,-0.004715855110825574,-0.0118340340036941,-0.028470888213949053,-0.008357525718131264,-0.0031250856929200287,-0.015896672816986965,-0.009422712832712447,-0.0064274952505739,-0.006668709917344279
1804,-0.01268502909462491,-0.014135752321302254,-0.0027807152927138753,-0.0033627159326057726,-0.013322978979542682,-0.006734884703880688,-0.0052324773403771285,-0.009803367105056637,-0.006810138726786812,-0.006422515580871105,-0.006514598820786908
1805,-0.02788039992225177,-0.03269684974709479,-0.007493385477383628,-0.021157048431462017,-0.04841311143211274,-0.012464528574250866,-0.0036058341083709026,-0.026019301212137674,-0.014834118302908476,-0.009222668767730119,-0.008794135489237138
1806,-0.023079589498264476,-0.026730612567769436,-0.005791174860924487,-0.014002075498010531,-0.03531560207634677,-0.010833868226031657,-0.005042735642068046,-0.02047552806659271,-0.012321918580417774,-0.008883312218186142,-0.008464000020460064
1807,-0.02947491177876825,-0.034495034469974165,-0.007670003840050055,-0.0203544120728961,-0.048419624973641946,-0.013469870941953318,-0.0050692904871915065,-0.026964398768186158,-0.015762166667907297,-0.010523561822233964,-0.009904751267029697
1808,-0.051414194103864067,-0.062037535591779304,-0.013893034182733341,-0.0426176980777112,-0.09407188639195621,-0.022173181659173983,-0.005417272170020566,-0.04993087555351866,-0.02785989556728774,-0.016269634002621953,-0.013625887528126586
1809,-0.04091426506200088,-0.048783601623143,-0.011039390248170291,-0.03287632336776671,-0.07353604274540074,-0.01787016336664468,-0.004611130537774313,-0.039133876602228765,-0.021983120635671455,-0.013115139729078948,-0.011612525203260482
1810,-0.04415124864784918,-0.05279235429364701,-0.01195995638186907,-0.035860172585222255,-0.07978583751471871,-0.019253071737550472,-0.004827125318124631,-0.04239473534145695,-0.02377963459059986,-0.01408383770189698,-0.012400425844768664
1811,-0.032393250566559825,-0.038014927485479695,-0.008468455009404607,-0.022687089342683937,-0.0535917955685249,-0.014773514745645661,-0.005434850062699612,-0.029763193345389474,-0.017359825462857182,-0.011497062986939713,-0.010776635949792815
1812,-0.0231378233144786,-0.026523989455335913,-0.0058247594146722285,-0.012826650759357482,-0.033446744035915354,-0.011264572163351427,-0.005683751857683456,-0.019981722633065836,-0.012376320550894965,-0.009368239587922595,-0.009486453311809431
1813,-0.028010052552915,-0.03251565466849261,-0.0073761076701621625,-0.018756463377846748,-0.04495156573501634,-0.013094639679112043,-0.005045392800645978,-0.02524824917020084,-0.01496464637801765,-0.010207974430543934,-0.010190781513053597
1814,-0.05178509626286722,-0.062128825267934444,-0.01448277202006395,-0.0441291311970783,-0.09582119654731709,-0.02261730023575073,-0.004489737941294494,-0.05021384079392974,-0.02799658766696648,-0.015953882439791844,-0.014609829349825685
1815,-0.043819951628487494,-0.052056890130686595,-0.011834323670546737,-0.03379910924643069,-0.07644440705971756,-0.01961395243951101,-0.005755603474677401,-0.04134558595538383,-0.023634367952356253,-0.014652447713895404,-0.013547566156037222
1816,-0.040908645764777526,-0.04818592753304862,-0.011355619025699714,-0.0319269768039067,-0.07149800869020378,-0.018588658202827006,-0.004895712072644149,-0.038334758753156825,-0.021972749772267205,-0.01348919920665359,-0.013509362377863696
1817,-0.04577335535760913,-0.05421578670487784,-0.01246266836602997,-0.0347436994384728,-0.07874838421565891,-0.020812955972831382,-0.006295184375109096,-0.0428612098247803,-0.024734258165874354,-0.015571690991526459,-0.01494460478254687
1818,-0.0578228390299754,-0.06941264360576598,-0.016006177402230797,-0.046915529771471384,-0.10336679529281138,-0.025823857820651577,-0.0065909212244211705,-0.05540447319783639,-0.03149834464989949,-0.018894708530982848,-0.01747355547611972
1819,-0.050983512862122465,-0.060780130846558124,-0.014123650928546744,-0.040920095221436345,-0.0906344519459513,-0.022862499482320855,-0.005828131698743215,-0.04850415375029844,-0.027609859621913715,-0.016645495505029778,-0.01581814585593677
1820,-0.061459611690248356,-0.07406697892173757,-0.017498277567785242,-0.05333100427235489,-0.11435656968798305,-0.027059582959535693,-0.004959368644046827,-0.05986145706347759,-0.03346135374774507,-0.018887482341968163,-0.017700980579842762
1821,-0.058252196852835586,-0.06992244871849315,-0.016200632916501888,-0.04759868601162249,-0.10452017763399335,-0.02601685917555975,-0.006424216377860765,-0.05587609886615042,-0.03172927574511653,-0.018922208408260418,-0.01762432016320159
1822,-0.05594113518179741,-0.06688218584597705,-0.015926439047393295,-0.047280643723282334,-0.10230661011984346,-0.024967486197476838,-0.00499902377420431,-0.05382452602687161,-0.030334950275042474,-0.017512799440562603,-0.017097026407507616
1823,-0.04718325831003064,-0.05560916274424325,-0.01330380797724164,-0.03696823338639104,-0.08218056852456458,-0.021719989334385695,-0.005603846392980335,-0.04414395153010724,-0.025462395028174156,-0.015664525739594554,-0.01620284612227856
1824,-0.04555780541047401,-0.05350722945465679,-0.012305361728093525,-0.03183469115203526,-0.07424264863650386,-0.02143222618841695,-0.0077812779411849265,-0.04159853251606295,-0.024678963655600114,-0.01653651876646434,-0.016606705598790607
1825,-0.05759532916292366,-0.06862842702410211,-0.016304904244534575,-0.04656792010169326,-0.10213434635842931,-0.0262514153180664,-0.00638828581538359,-0.05466624287917035,-0.03133270233372007,-0.018884665035040382,-0.01886029222053122
1826,-0.05118288319652288,-0.060480408080518716,-0.01411738892791543,-0.03805581405606946,-0.08635420618232201,-0.02380801739139239,-0.007502618341934909,-0.0474786638857846,-0.02779249792867314,-0.017868751420241982,-0.017957461806804943
1827,-0.05820138136111048,-0.06918128095111178,-0.016217220929320528,-0.04446087625460472,-0.09955733612560572,-0.02699178485577532,-0.008037430069410698,-0.054465804571095185,-0.03176315743920374,-0.020088594135532628,-0.02007670592708101
1828,-0.0817750175282215,-0.09969959671562675,-0.02337929381478242,-0.069759197408585,-0.14914326832205885,-0.036789056054995856,-0.008193834380230408,-0.07969842510273256,-0.04536549636815426,-0.02648797864365436,-0.02467464909216832
1829,-0.07200293004907864,-0.08687196512421871,-0.020561049980915225,-0.05999413666213625,-0.1295725881197623,-0.032678621917130585,-0.007550153366539381,-0.06930573029590209,-0.0396230358015075,-0.023484833156147203,-0.022781442718582935
1830,-0.07924627470840714,-0.09516046799375918,-0.023163724316713655,-0.06473866194250641,-0.13949006133265418,-0.03716116555975312,-0.008957891932739995,-0.07530375150163011,-0.04385445925175997,-0.02665202440775462,-0.02794195655871618
1831,-0.06378135942569611,-0.0752905919685656,-0.018288906512605868,-0.04786255960158529,-0.10675174955493023,-0.030589055012429655,-0.009114911123438381,-0.05883138844152223,-0.0349449759255368,-0.022544332648304487,-0.024507017844718273
1832,-0.05923023141717864,-0.06938031966064302,-0.01684818943343839,-0.04216361022350018,-0.09592643101893139,-0.028888745848020952,-0.009608562485665394,-0.05371302824136571,-0.032383399134285416,-0.021663023057967253,-0.024022271013529765
1833,-0.0637605606176927,-0.0750824083328169,-0.01841422494605577,-0.04779162452619756,-0.10642368755486438,-0.030769715833832097,-0.00904647893798106,-0.058625792849124475,-0.034918964992609824,-0.02255952379996366,-0.02502059388314667
1834,-0.08416491045059991,-0.10151983515135873,-0.02481397316021298,-0.07052080941944219,-0.15032990990914002,-0.039271930341162664,-0.008674185291261904,-0.08063269509199247,-0.04671420015283399,-0.027851819682318913,-0.029079567706960047
1835,-0.07503254228057983,-0.08948293352884437,-0.02169096339407463,-0.05811832997805356,-0.1276921805458661,-0.03579486723613272,-0.010152787543395212,-0.07011787914823198,-0.04146774432910578,-0.026282970433754167,-0.028005657890053444
1836,-0.07913137788288982,-0.09405323321880969,-0.0234361337389769,-0.06195719237367663,-0.13468785364120028,-0.03833273021207753,-0.01014044262317738,-0.07366907292958494,-0.043804696664771534,-0.02763698355336341,-0.03103562475674566
1837,-0.08333646488625868,-0.09963339714937708,-0.024369279787890233,-0.06445545225564395,-0.14090760671060557,-0.040262434446499594,-0.011553924320680597,-0.07778494589651228,-0.04637103949421622,-0.029605138581482393,-0.03210527247822922
